,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,ALAND,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
0,"Census Tract 178.04, Dallas County, Texas",7832,2464,1803,27.4,26.8,3.13,3.56,8.3,11,17.1,0,18.9,7.7,72.3,0,85.1,35.1,3.5,8.8,22.9,22.6,12.6,6.9,8.7,0,6.6,9.3,9.8,0.8,54304,21.6,0.8,14.7,1.1,22113,39597,26236,44.6,44.6,28.1,19,21.9,44.4,2635,93.5,0,8.8,2635,48,113,17804,16.9,10,2.2,0.6,2464,33.4,1640,2.96,5.8,18.1,30.2,51.6,12.7,3.4,1218,958,8.6,13,1.6,0.2,63.9,7832,378000,378,28,low,0.05
1,"Census Tract 178.13, Dallas County, Texas",6896,2441,1733,23.9,29,2.83,3.25,8.1,160,0,0,12.4,6.8,71.5,1.2,77.8,38.2,3.3,5.4,26.1,12.7,16.7,7.3,13.3,0,1.9,7.7,12,1.4,59139,10.7,1.2,16.8,1.9,31881,39051,34004,53,53,26.5,7.1,12.8,6.8,2753,88.7,12.7,9,2753,48,113,17813,16.7,0.4,2.7,4.6,2441,19.5,1965,3.06,11.1,9.6,25,53.4,19.3,0,1272,1056,9.1,7.2,1.2,1.4,52.4,6896,281000,281,1,low,0.04
2,"Census Tract 184.01, Dallas County, Texas",5025,1498,1094,16.4,27,3.35,4.09,2.8,133,1.9,16.8,22.3,5.2,85.1,0.3,71.7,55.6,3.3,3.6,22,11.9,9.8,6.3,10.2,0,2.5,12.5,14.4,5.8,70365,25.8,0.7,18.6,5.3,24835,40911,26406,46.4,46.4,30.4,21.9,78.6,64.9,1566,95.7,2.9,6.5,1566,48,113,18401,3.2,0,3.2,0,1498,61.9,571,3.11,3.7,21.9,17.6,37.5,33.7,0.8,1339,917,8.1,11.9,2.9,0.2,73.5,5025,245000,245,3,low,0.05
3,"Census Tract 190.16, Dallas County, Texas",2978,1187,648,16.7,45.4,2.51,3.23,11.6,14,0,33.3,6,12,73.9,0.3,54.4,52,6.5,6.2,22.3,22.6,20.9,9.8,7.7,0,5.1,9.4,8.1,2.8,51405,22.9,3.2,14.9,5.1,26224,34438,29567,52,52,22.3,21.6,71.9,79,1331,89.2,0,7,1331,48,113,19016,13.6,0,9.9,3.8,1187,31.3,816,2.36,10.3,28.1,11.1,58,28,0,1308,823,5.7,11.8,1,1.3,48.2,2978,115000,115,821,low,0.04
4,"Census Tract 190.31, Dallas County, Texas",6048,2223,1573,10.1,29.2,2.72,3.29,3.7,33,0,0,8.1,8.2,83.9,0.2,86,19.7,14.4,4.8,44.4,12.7,10.5,12.3,17.1,0,0.7,4.6,16.9,8.3,90592,28.1,1.8,0,7.4,39099,55848,48111,78.3,78.3,11.2,4.8,0,17.6,2302,96.6,0,9.4,2302,48,113,19031,1.2,2.1,2.3,1.7,2223,81,422,2.8,0.7,22.3,1.7,27.5,24.2,3.5,1546,1421,3.3,19.4,2.6,0.4,78.7,6048,356000,356,4,low,0.06
5,"Census Tract 190.32, Dallas County, Texas",3869,1112,883,14.3,20.6,3.48,3.88,5.6,14,0,0,14.4,7,92.7,0,57.1,69.1,1.7,1.5,15.9,24.3,7.4,2.6,14.3,0,7.1,10.8,20.7,0.7,63260,17.7,0.7,21.5,0.9,28408,32377,29505,46.6,46.6,30.7,14,7.4,27,1159,95.9,4.1,0,1159,48,113,19032,2.2,0,1.6,0,1112,64.5,395,3.4,3.4,17.8,14.6,53.6,17.3,2.9,1281,1005,7.4,14,0.4,3.8,69.5,3869,128000,128,3,low,0.03
6,"Census Tract 137.17, Dallas County, Texas",3241,904,638,12.4,29.4,3.59,4.5,3.3,87,0,0,20.2,3,91.9,0.8,59.3,80.6,2,4.1,9.9,29.3,6.4,3,8.8,0.6,6.3,18.4,10.4,0.6,51383,13.1,0.4,13.1,0.8,22194,31329,22368,31.8,31.8,36.3,29.5,51.2,86.7,939,96.3,0,1.8,939,48,113,13717,7.7,0,3.5,0,904,32.4,611,2.42,0.6,24.8,7.8,38.6,37.9,0,1232,987,10.4,8.7,0,1.3,86.9,3241,137000,137,12,low,0.04
7,"Census Tract 141.21, Dallas County, Texas",4870,2670,1160,6.9,56.6,1.82,2.71,4.2,0,100,0,1.1,7.1,73.6,0.7,70.2,34.1,6.4,3,67.5,11.4,6.9,14.4,24.5,0,2.8,6.1,16,6.7,91702,17,1.4,2.7,12.2,55639,80404,61250,86.9,86.9,6.3,3.8,15.5,0,2881,92.7,0,4.1,2881,48,113,14121,18,2,6.8,2.1,2670,26.3,1969,2.02,7.4,17.5,0,0,1.7,21,2688,1180,7,14.9,0.9,2.1,65.3,4870,379000,379,1,low,0.08
8,"Census Tract 122.10, Dallas County, Texas",4209,2008,833,22,58.5,2.1,3.27,7.3,130,45.5,13,17.4,6.3,78.5,0,83.8,29.6,1.1,11.4,25.2,22.2,16.5,7.7,14.2,0,17.1,20.7,8.8,0.9,44808,19.6,3.7,27.2,2.3,25549,30975,30216,41,41,26.5,20.8,0,25.9,2395,83.8,0,11.7,2395,48,113,12210,35.7,0,8.3,8.5,2008,16.2,1683,2.04,9.5,19.1,16.6,15.1,19.7,0,1552,736,11.5,9.1,0.5,0,42,4209,117000,117,2658,high,0.03
9,"Census Tract 130.07, Dallas County, Texas",3835,1311,1045,6.6,20.3,2.93,3.25,4.6,0,0,0,15,2.9,89.3,2,60.9,49.8,9.2,5.8,38.4,15.4,5.8,16.9,12.8,0,0,7.3,15.9,9.5,96442,28.5,0,14.3,11.6,37164,52384,60521,62.6,62.6,23,8.8,0,72.7,1418,92.5,0,11.7,1418,48,113,13007,2.1,0,0.6,0,1311,73,354,2.69,1.3,23.8,1,16.2,19.7,4.5,1821,883,9.3,15.1,0.2,1.3,61,3835,157000,157,878,low,0.04
10,"Census Tract 110.01, Dallas County, Texas",7599,2883,1729,26.1,40,2.63,3.48,5.6,36,0,42.4,8.5,4.5,96.3,0,92.3,13.7,1.6,2,23.7,19.5,16.8,6,7.5,0,9.2,15,11.4,0.5,51799,32.2,0.4,9.6,0,30346,29032,39271,43.6,43.6,19,14.9,11.1,11.3,2969,97.1,2.8,3,2969,48,113,11001,1.3,0,0,1.3,2883,55.4,1286,2.57,8.4,21.7,48.7,34.8,6.7,0,1170,945,6.2,26.2,0,0,26.1,7599,332000,332,2687,high,0.04
11,"Census Tract 122.06, Dallas County, Texas",5270,1830,1207,17.7,34,2.84,3.51,6.5,20,0,0,14.2,6.7,93.5,0,86.3,28.7,3.2,1.9,40.2,23.7,9.4,6.8,12.9,0,11.7,12.8,14.2,5,75297,30.5,3.5,16.4,7,31317,42150,31051,64.7,64.7,14.6,24.4,0,74.8,1978,92.5,1.8,11,1978,48,113,12206,4.1,0,0,0,1830,65.6,630,2.87,4.8,28.3,6.9,26,27.8,2.9,1433,789,5.7,15.8,0.7,0.4,47.2,5270,271000,271,2428,high,0.05
12,"Census Tract 125, Dallas County, Texas",8200,2486,1766,18.7,29,3.29,4.03,4.3,77,23.3,18.3,15,6.1,90.6,0.4,69.5,64.8,3.7,7.3,14.3,18.9,14.7,7.1,13.3,0,7.2,14.3,8.2,0.6,58739,20.9,1.2,7.7,0.9,26771,34619,27323,40.1,40.1,36.8,18.6,12.6,35.2,2635,94.3,2.8,6.6,2635,48,113,12500,0,0,0,0.6,2486,75.6,607,3.37,0.6,29.5,46.8,26.8,14.8,0,1090,1092,9.5,13,0.3,0,78.3,8200,312000,312,2772,high,0.04
13,"Census Tract 136.05, Dallas County, Texas",6117,2141,1710,5.4,20.1,2.85,3.19,3.6,0,0,100,3.2,7.8,84.3,2.3,88.3,10.8,13.3,3.4,56.8,10.2,7.9,15.4,15.3,0,1.6,4.2,14.7,23.1,159467,30.9,0.7,0.7,26.3,60136,91250,63676,86,86,4.6,5.2,0,52.3,2141,100,0,0,2141,48,113,13605,0,0,0,0,2141,85.8,303,2.87,2.8,20.6,0,0.8,2,16.1,2435,1719,8.2,19.9,0,4.2,83,6117,277000,277,886,low,0.05
14,"Census Tract 137.12, Dallas County, Texas",2220,689,566,22.5,17.9,3.22,3.65,1.5,0,0,6,9.3,7.8,89.4,0,68.8,58.6,5.5,5.8,23.9,11.1,17.4,4.3,10.1,0,2.5,6.2,19.4,0.7,72126,24.2,1.2,6.2,0.9,31908,40807,35938,72.7,72.7,11.8,7.6,0,23.5,757,91,0,10.3,757,48,113,13712,0,0,0,0,689,82.3,122,3.07,0,24.5,2.3,49.2,32.8,0,1342,1720,5.2,11.7,1.1,0,78.4,2220,82000,82,1,low,0.04
15,"Census Tract 144.03, Dallas County, Texas",4437,1926,989,17.5,48.7,2.3,3.01,11.8,71,0,0,9.5,14.9,51.1,2.6,65.8,50.7,2.6,3.9,21.5,15.9,13.2,10.8,17.6,0,3.4,12.6,10.3,0.5,52194,11.4,2.6,6.9,0,28284,37015,32917,58.2,58.2,24.5,15.2,13.8,26.7,2160,89.2,0,9.7,2160,48,113,14403,21.8,3,2.1,6.2,1926,3.9,1851,3.47,13.6,6.1,0,0,0,0,-666666666,1037,12.1,8,0.7,0.2,39,4437,515000,515,1,low,0.12
16,"Census Tract 4.01, Dallas County, Texas",5543,1893,914,11,51.7,2.47,3.5,10.5,39,-666666666,-666666666,10.4,5.4,69.7,2.7,66.6,54.9,1.9,2.2,37.8,18.1,9.9,6.9,15.3,1,6.8,11.6,11.9,0.6,61595,9.5,0.8,11.7,0,28125,42844,36232,37.5,37.5,29,19.1,50.6,40.7,2117,89.4,8.3,4.6,2117,48,113,401,56.4,2.7,32.4,6.9,1893,11.1,1682,3.05,16.7,10,22.7,36.5,12.8,0,1162,1243,6.4,7.3,0.1,1,70,5543,203000,203,3739,high,0.04
17,"Census Tract 5, Dallas County, Texas",5708,3891,889,0.9,77.2,1.45,2.23,11.7,0,-666666666,-666666666,2.3,3.5,60.5,1.5,84.2,18.8,7.3,0.8,64.6,10.8,4.4,19.6,14.6,0,3.5,2.3,15.1,10.3,97886,7.2,0.7,3.2,27.9,60008,66299,60261,86,86,8,1.5,0,-666666666,4643,83.8,10.6,4.9,4643,48,113,500,73.5,18.8,28.7,2.6,3891,20.4,3097,1.59,15.2,6.9,15.7,1.8,23.7,21.5,2686,1386,1.2,10.2,1.8,0.3,78.8,5708,149000,149,5627,high,0.03
18,"Census Tract 9, Dallas County, Texas",5057,2579,738,9,71.4,1.96,3.2,16.7,0,50.8,21.8,10.2,3.7,63.2,3.1,70.4,37.6,7.1,3.7,46.9,20,7.2,11.6,22.7,0,7.9,10.6,12.5,7.6,82407,13.7,1.7,14.4,9.6,40781,61513,54298,60.6,60.6,21.7,21.4,56,54.1,2928,88.1,0,8.3,2928,48,113,900,54.6,5.8,22.3,7.9,2579,18.1,2112,2.11,12.6,12.1,0,6.2,3.4,12.8,2039,1199,4.4,7.4,0.3,0,81.6,5057,96000,96,3657,high,0.02
19,"Census Tract 13.02, Dallas County, Texas",2187,1144,385,13.1,66.3,1.91,3.11,10.6,0,0,18.4,15,4.9,71.6,0,86.9,23.1,7.7,6.2,46.3,13.3,9.9,9.8,20.6,0,9.9,8.8,10.8,4.1,71875,16.3,1.3,19.9,6.8,39886,46125,58281,51.8,51.8,22,23.6,38.6,36.9,1498,76.4,8.3,15.7,1498,48,113,1302,25.4,3.5,4.9,6.1,1144,14.5,978,2.45,17.6,8.9,6.6,0,0,33.7,2510,958,7,8.6,0,0.6,69.3,2187,67000,67,1538,high,0.03
20,"Census Tract 14, Dallas County, Texas",3785,1749,810,15.2,53.7,2.16,3,11,0,0,0,8.7,6.4,64,0,79.3,40.2,10,4.8,38.2,19.4,10.2,6.3,18.9,1.2,6,10.4,8.8,6.3,76375,10.9,3.3,17,9.9,32242,44167,41939,46.6,46.6,23.6,19.3,23.8,47.5,2036,85.9,0,12.4,2036,48,113,1400,44.5,0,10.9,6.3,1749,19,1416,2.48,16.7,10.5,4.8,1.8,6.9,40.8,2367,918,8.8,7.1,1.7,0,77.3,3785,102000,102,1740,high,0.03
21,"Census Tract 44, Dallas County, Texas",3437,1579,1022,6.3,35.3,2.17,2.54,8.1,0,0,100,2.5,5.3,82.1,1.2,87.2,15.9,6.8,4.5,54.9,9.9,4.6,11.7,20.4,0,2.2,2.3,15.1,24.4,155683,22.2,0,0.8,30.9,56629,80573,69667,86.8,86.8,6.4,3.3,0,0,1662,95,0,0,1662,48,113,4400,4,0.7,0,1,1579,68.8,492,2.07,4.7,21.3,0.8,1,5.3,37.8,2823,1099,3.1,18.9,1,0.5,80.7,3437,209000,209,1283,high,0.06
22,"Census Tract 46, Dallas County, Texas",1893,928,327,2.6,64.8,2.04,3.46,8.4,0,0,19.4,6.2,3.7,75.4,2.5,89.5,23.2,9.3,2.6,62,10.5,9.3,5.7,21.6,0,13.5,10.8,9.2,12.6,101831,23.2,0.6,16.7,25.1,49496,58487,50313,70.3,70.3,9,2.8,0,0,1141,81.3,8.4,7.3,1141,48,113,4600,34.3,1.3,11.8,20.4,928,42.2,536,2.81,12.8,17.9,5.9,2,19.4,12.5,2236,902,5,17.1,0,0.4,75.5,1893,71000,71,798,low,0.04
23,"Census Tract 88.01, Dallas County, Texas",2940,1046,630,22.4,39.8,2.8,3.8,4.3,0,0,9.1,26.8,3.7,91.3,0,87,27.4,0,7.3,13.8,26.2,4.1,8.8,6.8,1.3,16.1,16,6.4,2.3,66532,44.3,0,24.4,3,25538,26993,30382,36,36,30.1,12.1,12.8,6,1152,90.8,0,9.7,1152,48,113,8801,9.6,0.5,1.1,4.3,1046,62.8,389,3.03,2.1,18.2,59.5,13.9,4.1,1.7,1092,854,3.1,25.9,0.6,0,22.9,2940,234000,234,1954,high,0.08
24,"Census Tract 92.02, Dallas County, Texas",6687,1699,1392,26.6,18.1,3.94,4.39,4,31,0,0,22.2,4.6,97.3,0.2,66.6,72.2,0.1,4.3,3.8,22.3,24.1,6.9,8.2,0,8.7,10.7,12.1,0.2,44878,21.6,0.8,20.5,0.2,24309,27372,25317,33.2,33.2,29.3,26.7,100,60.4,1778,95.6,0,5.4,1778,48,113,9202,0,0,0.8,0.7,1699,62.1,644,4.29,2.6,27.3,55.9,12.5,0,0,1084,1001,9.3,8.5,0.2,0,84.1,6687,277000,277,2989,high,0.04
25,"Census Tract 96.04, Dallas County, Texas",4490,2126,1186,8.9,44.2,2.05,2.79,2.7,0,0,0,7.2,4.9,79.9,0,74,35.8,4.8,0,37.7,20.4,10.9,7.6,23.9,0,3.8,13.6,5.7,16.1,142991,31.5,1.5,2.4,26,36271,44142,47721,63.7,63.7,21.8,3.8,0,33.1,2339,90.9,0,1.4,2339,48,113,9604,21.4,0,15.1,6.6,2126,51.8,1024,2.18,7.2,25.7,4.4,3.2,3.3,38.6,3352,1188,5.2,22.9,0.8,0,83.4,4490,237000,237,1472,high,0.05
26,"Census Tract 96.07, Dallas County, Texas",3530,1285,918,12.7,28.6,2.74,3.24,5.2,0,21.6,1.5,6.4,6.3,88.7,0,82.9,30.7,11.8,2.1,50.7,17.6,5.6,10.1,19.6,0.6,0.5,2.1,15.4,10.3,113643,27.4,0,2.5,8.2,50750,70700,58536,74.2,74.2,14.2,3.3,0,20.5,1505,85.4,4.6,17.3,1505,48,113,9607,11.1,0.5,1.5,4.3,1285,79.2,267,2.84,1.9,26.4,2.8,3.9,18.2,3.7,1909,2081,9.1,17.8,0,0,89.7,3530,235000,235,1505,high,0.07
27,"Census Tract 96.08, Dallas County, Texas",3353,1315,991,11.6,24.6,2.54,3.01,1,59,0,50,1.8,3.4,82.3,0,80.9,23.2,10.1,6.5,54.8,9.7,3.7,14.8,21.7,0.5,3.3,6.1,8.1,19.2,127109,34.4,0.5,1.4,24.8,50317,90781,57808,82.4,82.4,9.9,1.8,0,16.7,1353,97.2,0,8,1353,48,113,9608,0.7,0,0,2,1315,83.3,219,2.31,2.7,27.2,0.8,0.7,9,9.9,2089,1689,5.4,22.3,0,0.7,93.2,3353,226000,226,752,low,0.07
28,"Census Tract 61, Dallas County, Texas",4363,1491,947,22.3,36.5,2.92,3.8,4.9,12,0,22.6,15.7,5.3,82.3,0,80.8,39,0.6,3.8,21.1,23.9,11.6,5.6,11.6,0,20,17.5,9.3,0.5,60300,28.7,0.5,25.7,0.4,26458,32095,33375,41.6,41.6,20.3,28,31.2,66.1,1658,89.9,2.1,2.5,1658,48,113,6100,10,0,1.3,0,1491,51,731,3.07,7.2,23.3,20.1,20.9,26.6,0,1372,755,7.1,16.5,0.6,0.2,46.9,4363,255000,255,2638,high,0.06
29,"Census Tract 78.19, Dallas County, Texas",2199,1188,460,15.5,61.3,1.85,2.87,7,66,0,0,5.3,4.1,65.9,0,69.5,53.2,0.9,3.2,21.8,43,13.1,3.6,20.2,0,8.4,17.6,2.9,0,38004,6.6,0.7,17.1,0,22056,30674,23313,39.5,39.5,34.7,20.2,14.3,56.2,1521,78.1,0,12.4,1521,48,113,7819,59,0,25.5,12.4,1188,3.9,1142,1.52,11.3,8.2,15.2,0,37,0,1125,812,8.7,5.4,0.4,0,58.3,2199,68000,68,2951,high,0.03
30,"Census Tract 79.03, Dallas County, Texas",2148,1010,507,5.1,49.8,2.13,2.67,13.5,15,0,0,1.7,4.8,84.4,0,89.2,17.1,10.3,3.4,70.2,2.6,7.7,16,17.5,0,6.7,4,15.5,21.3,133788,28.8,0.5,0.5,31.6,63806,90750,71648,87,87,4.8,3.2,5.2,22.7,1150,87.8,0,10.5,1150,48,113,7903,33.4,3.1,7.1,1,1010,58.3,421,2.26,9.3,16.6,0.8,2.9,0,18.2,2756,1467,7.1,26.5,1,1.4,92.2,2148,122000,122,1009,low,0.06
31,"Census Tract 88.02, Dallas County, Texas",4715,1948,1005,18.6,48.4,2.41,3.47,5.7,79,0,81.9,20.6,4.9,96.9,0,85,33.7,0.2,8.8,9.8,27.1,9.7,9.4,4.5,0,29,11.8,2.9,0.5,37710,32.7,3.9,33.8,0,24758,24620,30185,21.5,21.5,30.4,31.7,100,61.3,2167,89.9,4.1,5.2,2167,48,113,8802,1.5,0.5,0,0,1948,56.9,839,2.56,5.3,24.4,49,6.9,1.8,0,860,791,5.6,19,2.5,0,32.3,4715,249000,249,4122,high,0.05
32,"Census Tract 89, Dallas County, Texas",3343,1293,685,29.7,47,2.59,3.57,8.6,0,11.7,29.9,8.8,3.9,89.6,0,86.3,27.7,0,11.5,12.9,27.6,12.7,7.1,17.8,0,15,14.1,10.2,0,43494,31.6,2.7,35,0,24699,32981,28882,34.9,34.9,23.2,30.2,0,67.8,1399,92.4,0,6.5,1399,48,113,8900,1.1,2.8,0,2.6,1293,29.5,912,2.44,10.3,16.9,39.4,29.1,4.7,0,1143,705,5.2,12.6,0,0,30.6,3343,272000,272,2210,high,0.08
33,"Census Tract 91.05, Dallas County, Texas",3733,1082,783,17.8,27.6,3.45,4.26,2.6,72,8.4,27.7,12.8,1.6,96.2,1,63.8,80.2,0.6,2.5,5.3,18.1,15.4,3.1,12.1,0,10.9,15.1,12.7,0,50551,21,0.8,24.8,0,25617,30412,21375,30.1,30.1,41,25.2,63,57.9,1143,94.7,0,4,1143,48,113,9105,0,0,0,0,1082,64.5,384,4.13,2.1,27.6,71.8,12.5,0.9,0,1027,848,9.9,9.9,0,0,82.2,3733,139000,139,2135,high,0.04
34,"Census Tract 92.01, Dallas County, Texas",6556,1883,1453,16.7,22.8,3.48,4.14,1.7,56,0,27,15.2,4.4,97.1,0.6,63.9,73.7,0.1,6.4,8.9,20.8,14.3,5.5,7.7,0,11.2,18,11.8,0.5,44637,24.4,2.1,19.8,0,21764,26523,21698,35,35,32.1,25.5,27.6,34.9,2064,91.2,0,11,2064,48,113,9201,7.2,3.8,2.2,0.8,1883,73.4,501,3.74,2.3,26.7,59.6,12.8,2.7,0.4,1005,929,7.7,10.9,0,0,83.8,6556,301000,301,2162,high,0.05
35,"Census Tract 93.03, Dallas County, Texas",4201,1092,903,29.6,17.3,3.85,4.24,4.4,17,0,21.5,13.6,2,96.4,0,65.1,72.3,0.5,0.6,14.7,22.2,8,2,6.3,0,5.6,12.8,6.5,0,51024,33,0,23.3,0,25899,31151,22458,28.1,28.1,32.8,23,43.5,46.5,1173,93.1,3.1,0.5,1173,48,113,9303,0,0,0,0,1092,68,349,3.28,1.9,28.5,59.6,5.4,0,0,758,1062,11.2,14.4,0,0,81.2,4201,512000,512,2392,high,0.12
36,"Census Tract 100, Dallas County, Texas",10437,2363,688,12.2,70.9,1.79,3.1,10,48,0,0,18.3,4.4,46.2,0.2,89.3,24.1,3.6,5.1,51.6,12.3,7.6,7.1,17.3,0.8,3.9,12.1,12.6,6.5,93420,23.9,0.6,11.3,12.8,25911,56319,54472,59.2,59.2,16,12.9,0,24.4,2787,84.8,12.2,6.6,2787,48,113,10000,79.1,6.4,27.4,10.7,2363,9.1,2148,1.95,10.7,15.2,63.7,11.6,11.6,0,-666666666,1391,1.4,8.2,1,0.5,49.1,10437,3139000,3139,20233,high,0.3
37,"Census Tract 101.01, Dallas County, Texas",5057,1380,1143,24.3,17.2,3.66,4.08,3.1,53,0,1.3,22.7,2.1,91.1,0,64.6,63.5,0,10.2,11.1,15,10.5,3.5,8.9,0,18.3,14.1,6.2,2.2,55063,23.8,2.1,40.9,1.7,24651,32554,30288,17.6,17.6,46.6,29.2,47.6,62,1636,84.4,0,3.3,1636,48,113,10101,3.5,0,0.5,4.5,1380,53.2,646,3.96,12.3,31.9,25.3,34.6,10.8,0.4,1305,915,13,11.6,0,0,57.6,5057,270000,270,2545,high,0.05
38,"Census Tract 108.03, Dallas County, Texas",7350,2544,1910,24.5,24.9,2.88,3.33,4.6,0,5.5,0,8.7,3.9,93,1,80.8,36.2,3.1,10.6,29.9,15.6,10.7,8.4,10.2,0,7.6,8.5,18.4,1.6,68467,28.8,0,7.6,2.1,30430,36757,41536,63.2,63.2,18.9,13.1,7.4,36.6,2975,85.5,0,11.1,2975,48,113,10803,4.7,0,0,1.4,2544,67.5,827,2.76,3.9,32.6,14.9,43.6,20.6,0,1384,1001,7.6,18.5,0.7,0,52.9,7350,601000,601,3344,high,0.08
39,"Census Tract 110.02, Dallas County, Texas",3692,1257,902,30.2,28.2,2.93,3.51,4.5,0,0,36.8,7.6,4.3,94.4,0,93.9,17.2,0.5,8.8,36.1,21.3,6,6.6,16.7,0,13.2,8.8,11.3,0.9,56716,46.3,2,18.8,1.2,32911,42250,40714,50.3,50.3,20.6,21.4,43,61.1,1361,92.4,2.6,22.3,1361,48,113,11002,0,0,0.7,0.7,1257,78.4,271,2.98,0,21.5,26.4,39.6,23.2,0,1260,1401,7.4,24.2,0,0,25.8,3692,280000,280,2310,high,0.08
40,"Census Tract 111.01, Dallas County, Texas",4555,1573,1216,30.8,22.7,2.89,3.3,4.1,0,0,36.6,4.6,11.1,97.3,0,92.7,15.4,0.9,7.8,40.8,10.6,11.8,13.8,12.6,0,6.8,17.7,13.5,7.1,71237,43.3,0.9,11.2,8.2,39435,51674,50646,57.1,57.1,10.2,13.8,45,32.2,1727,91.1,0,28.5,1727,48,113,11101,1.9,0,0.8,0.6,1573,75.5,386,2.78,1.8,34.3,21.1,48.8,13.2,0,1359,1207,2.3,27.3,0,0,24.8,4555,493000,493,2274,high,0.11
41,"Census Tract 111.05, Dallas County, Texas",4868,1642,1094,29.8,33.4,2.96,3.62,7.4,83,0,20.5,18,2.3,90,0,79.6,35,0.7,3.2,14.8,19.2,16.5,6.5,9.2,0,14.7,18.3,6.6,0,35456,27.6,0,30.6,0,22142,30357,25981,25.7,25.7,26.1,27.2,22.2,47.1,1761,93.2,0,8.5,1761,48,113,11105,9.1,0,1.8,1.4,1642,21.9,1282,2.78,4.1,8,73.1,8.3,7.5,0,1121,845,6.6,15,0.7,0.2,39.9,4868,156000,156,1657,high,0.03
42,"Census Tract 116.01, Dallas County, Texas",4807,1439,1087,38.8,24.5,3.34,3.97,3,64,0,13.2,19.8,1,90.2,0,84,33.8,0.6,7.3,12.4,25.3,13.9,9.8,10,0,17.9,14.7,7.5,0,38069,38.2,2.7,30.5,0,23639,31845,27517,24.7,24.7,35.7,30.2,14,54.3,1685,85.4,0,14.4,1685,48,113,11601,4.6,0.4,1.4,0,1439,39.4,872,3.34,1.5,12.3,67.2,13.8,3.9,0,983,926,6.3,16.4,0,0,36.7,4807,1003000,1003,3007,high,0.21
43,"Census Tract 122.08, Dallas County, Texas",2704,1110,595,29.6,46.4,2.44,3.48,4.3,37,26.3,0,20.6,5.5,83.2,0,71,52,0.7,13.2,10.4,29.7,11.5,4.8,11.3,0,28.4,19.8,0.9,0.6,38319,19.4,4.4,37.2,1.2,22659,26947,23794,18.5,18.5,38.1,35.5,43.9,62.6,1179,94.1,-666666666,3.6,1179,48,113,12208,24.9,0,2.3,5.3,1110,0,1110,-666666666,14.7,13.2,-666666666,-666666666,-666666666,-666666666,-666666666,763,13.7,9.5,0,0,43.8,2704,105000,105,507,low,0.04
