,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,AFFGEOID,GEOID
1393,"Census Tract 233, San Francisco County, California",16.7,23.5,6.3,0.0,0.0,12.0,10.2,4.7,96.6,0.0,41.6,70.8,1.1,9.7,30.6,35.6,11.1,5.1,11.9,0.0,14.9,9.0,9.0,12.0,31.0,4.4,17.8,10.7,49.6,49.6,7.3,24.6,0.0,58.3,96.8,0.0,2.4,33.8,4.2,4.5,3.5,52.5,3.5,2.7,15.7,4.0,0.0,1.0,62.9,4.5,20.0,0.4,0.0,12.5,low,56.552610144971574,52.184139382254344,56.305255112049075,69.1217800676511,43.837644876378576,77.45815154176111,100.0,127.69817931552281,115.50726587728737,075,023300,06,535,1400000US06075023300,6075023300
1394,"Census Tract 253, San Francisco County, California",9.0,43.5,19.5,11.0,0.0,0.0,2.6,5.6,86.5,1.1,70.1,35.9,14.5,2.2,65.3,14.4,6.2,6.8,24.1,0.4,1.0,2.7,10.6,36.1,14.5,1.1,2.3,39.8,82.6,82.6,3.6,1.5,0.0,0.0,91.5,0.0,2.1,8.5,0.3,4.2,4.4,44.3,2.62,3.7,27.0,0.0,1.2,4.0,25.6,7.0,12.7,3.9,1.5,67.8,high,102.2094418236759,113.05024984520523,127.27530996976401,109.21241250688877,98.67474754147092,108.00660656242673,100.0,105.33066383031976,95.27717976318621,075,025300,06,4355,1400000US06075025300,6075025300
1395,"Census Tract 254.01, San Francisco County, California",12.2,44.2,19.2,13.0,0.0,90.6,4.8,5.9,85.1,1.2,66.8,36.4,11.3,1.8,54.4,20.4,6.5,7.0,20.2,0.0,1.7,8.6,8.3,24.8,17.6,3.7,5.3,26.2,75.0,75.0,6.9,3.1,0.0,16.1,97.8,0.0,0.0,2.1,0.0,10.5,3.6,43.3,2.73,5.3,26.3,3.2,1.2,0.0,27.4,4.6,11.7,0.3,2.5,66.6,low,87.25701261137993,81.02337254017321,95.10744942064571,100.47659604727495,100.86396001398191,83.48715697137156,100.0,109.80416692736036,101.80301399354141,075,025401,06,2898,1400000US06075025401,6075025401
1396,"Census Tract 305, San Francisco County, California",5.3,39.8,11.8,0.0,0.0,0.0,3.9,7.7,87.3,0.4,71.2,37.5,6.2,3.5,69.9,8.7,6.1,6.6,27.1,0.0,3.4,4.7,6.1,29.5,37.5,1.0,2.8,31.1,82.0,82.0,2.5,1.1,0.0,0.0,98.0,0.0,0.0,16.0,0.0,0.0,15.6,72.5,2.72,4.5,22.0,0.0,0.0,0.0,38.5,3.4,34.5,1.3,3.0,51.0,low,118.78962802947065,120.30877883089128,83.85586828737055,105.976924929254,,74.94793366772255,100.0,100.4504786335482,96.25605489773949,075,030500,06,5394,1400000US06075030500,6075030500
1397,"Census Tract 263.01, San Francisco County, California",21.5,26.3,12.4,10.0,0.0,14.1,10.7,6.7,93.2,0.4,42.3,71.5,2.3,6.9,30.1,32.6,11.8,5.9,17.9,0.0,8.5,5.3,8.8,10.2,38.7,2.2,8.0,11.2,59.7,59.7,7.3,9.8,0.0,6.3,97.5,0.0,0.0,0.4,0.0,3.6,0.8,61.7,3.56,0.7,29.2,0.0,0.0,0.8,83.8,3.1,21.3,0.0,1.4,24.9,low,49.99539337174804,57.730890924621114,55.662655492197494,76.06337159784925,89.01017540672726,117.57681220719871,100.0,153.31915159857354,134.7584768568353,075,026301,06,2919,1400000US06075026301,6075026301
1398,"Census Tract 263.02, San Francisco County, California",13.7,25.7,13.1,0.0,0.0,9.2,5.1,11.4,93.2,1.4,44.7,69.8,3.4,4.2,35.9,34.6,8.2,5.3,14.1,0.0,3.4,5.0,17.4,8.7,27.9,4.5,3.5,9.1,66.3,66.3,3.2,4.1,0.0,8.4,96.1,0.0,0.0,5.4,0.0,2.2,0.7,61.5,3.28,3.1,21.9,1.2,0.0,0.0,68.1,2.5,18.9,0.8,0.8,26.8,low,50.07502923248671,58.30186329419698,67.21997876039151,79.09296451145268,78.971835288872,118.09230337776022,100.0,143.15209910529944,123.01197524219587,075,026302,06,4336,1400000US06075026302,6075026302
1399,"Census Tract 263.03, San Francisco County, California",18.0,13.1,10.7,15.0,31.3,6.0,4.6,8.9,93.0,0.8,36.8,79.8,2.3,3.9,29.2,32.4,11.4,3.6,10.2,0.0,1.7,7.2,14.8,13.1,35.5,2.1,7.0,11.1,71.4,71.4,9.1,4.4,8.3,25.3,91.6,0.0,0.0,0.0,0.0,6.8,3.4,60.4,4.28,1.8,21.3,0.0,0.0,1.2,81.9,5.3,21.8,0.0,0.6,17.8,low,55.56353275459707,51.12083155627774,64.23561084167022,88.91708133808906,102.41242737258722,116.90443241950985,100.0,166.33297878996441,132.14814316469315,075,026303,06,7788,1400000US06075026303,6075026303
1400,"Census Tract 311, San Francisco County, California",12.4,32.4,13.3,0.0,0.0,13.7,2.5,6.3,87.4,0.8,66.6,42.1,8.1,3.9,50.2,18.8,13.6,6.5,19.1,0.0,0.5,2.0,18.3,26.1,36.8,0.7,2.1,29.6,81.8,81.8,4.7,1.9,0.0,23.3,95.3,0.0,5.6,2.4,0.0,2.3,1.3,66.9,3.06,2.3,24.5,0.0,0.0,1.6,47.9,5.3,24.4,0.5,3.3,59.9,high,88.55507714142055,122.85365168770348,80.50488037500763,86.6816535571778,123.39682985299744,154.62493850885704,100.0,115.09103422386292,102.78188912809469,075,031100,06,2833,1400000US06075031100,6075031100
1401,"Census Tract 217, San Francisco County, California",9.4,41.1,8.1,0.0,0.0,9.6,2.0,5.2,92.9,0.5,70.9,37.5,10.1,3.8,65.5,12.9,4.7,9.3,29.3,0.0,3.4,5.5,6.3,34.7,24.1,1.6,4.8,44.1,88.4,88.4,1.0,7.0,0.0,0.0,95.3,0.0,1.9,15.6,0.6,1.6,1.8,70.8,2.34,2.3,20.5,0.0,0.0,1.6,23.1,8.2,22.0,1.3,2.1,62.8,low,112.86312727329752,153.0000810689826,100.17248726638121,109.7418559286835,71.65666190511578,96.57615017171543,100.0,96.79033973596951,98.21380516684604,075,021700,06,4350,1400000US06075021700,6075021700
1402,"Census Tract 228.02, San Francisco County, California",10.7,43.8,18.9,76.0,0.0,91.3,13.6,4.8,78.6,2.7,68.7,51.5,7.1,2.5,45.1,25.6,11.2,3.0,28.4,0.0,2.4,9.7,7.5,26.5,16.9,6.2,7.5,21.5,64.3,64.3,5.0,6.3,0.0,29.6,96.2,0.0,0.0,14.4,3.7,4.7,7.2,28.1,2.45,3.2,27.9,0.0,0.0,3.7,27.2,4.1,19.6,0.2,1.8,50.4,high,81.81629060571281,98.7713819441752,90.83382373830636,103.32970782028015,79.77276668125408,52.19908418424815,100.0,106.95739222924361,98.5400968783638,075,022802,06,6804,1400000US06075022802,6075022802
1403,"Census Tract 229.01, San Francisco County, California",14.9,38.4,22.5,10.0,0.0,0.0,9.2,2.1,93.1,0.2,60.8,58.3,4.9,6.4,47.7,25.2,9.0,2.9,22.9,0.0,3.6,10.9,9.0,19.7,15.0,4.4,8.9,8.9,60.7,60.7,9.7,15.3,15.1,44.7,95.8,5.3,1.8,5.7,0.0,3.5,6.2,24.2,3.38,1.4,33.3,0.0,0.0,0.0,50.1,5.6,8.3,0.0,1.1,48.1,low,60.5184760097582,57.83574014218794,72.6124042019251,108.80062317882616,105.08219868052744,115.96310071674536,100.0,135.42513921041112,116.15984930032292,075,022901,06,6300,1400000US06075022901,6075022901
1404,"Census Tract 229.02, San Francisco County, California",20.7,37.2,23.2,0.0,0.0,0.0,3.9,4.6,86.5,1.5,63.2,51.5,4.9,5.0,46.8,24.3,9.6,6.4,27.0,0.0,0.9,6.1,7.2,29.6,24.0,4.5,9.8,18.8,67.2,67.2,6.9,7.3,0.0,100.0,91.0,0.0,0.0,1.5,0.0,3.1,0.8,41.5,2.95,5.4,20.7,2.4,1.8,0.0,51.1,3.4,21.0,4.1,1.1,56.5,low,66.8845667172089,76.0054257472739,59.61024642004371,97.35876256337241,111.64983609806043,58.38497823098602,100.0,128.91822561471568,107.02368137782558,075,022902,06,8036,1400000US06075022902,6075022902
1405,"Census Tract 229.03, San Francisco County, California",14.2,43.4,23.0,38.0,0.0,52.6,4.2,4.2,85.7,1.1,65.7,56.3,3.4,0.7,46.5,20.9,9.9,3.8,24.2,0.0,2.9,6.7,5.3,32.7,23.9,1.5,9.7,24.3,68.1,68.1,5.4,1.4,0.0,0.0,91.1,0.0,0.0,7.4,0.0,6.6,3.8,40.9,3.02,5.3,20.0,0.0,0.0,0.0,53.1,7.6,10.8,0.4,1.7,50.2,low,91.01263980381643,84.6919554896038,71.12969013169909,94.12327498573768,107.11122487456205,79.81148079867225,100.0,128.51154351498474,115.1809741657696,075,022903,06,4353,1400000US06075022903,6075022903
1406,"Census Tract 230.03, San Francisco County, California",15.3,22.1,6.2,0.0,0.0,42.4,7.7,12.6,96.5,0.4,53.6,62.0,2.3,6.1,33.0,14.9,12.6,6.5,14.8,0.0,3.2,11.1,11.9,11.1,36.7,5.4,4.2,13.4,65.0,65.0,1.4,4.3,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,84.9,3.07,3.7,23.6,0.0,0.9,0.8,67.1,3.4,27.2,0.0,1.1,18.3,low,67.03428213539763,58.918422280106256,58.870242226235646,63.856759373136406,105.77633922059192,85.8404862282827,100.0,124.44472251767507,110.61289020452095,075,023003,06,2124,1400000US06075023003,6075023003
1407,"Census Tract 264.03, San Francisco County, California",14.7,28.5,9.0,0.0,0.0,2.6,7.8,7.3,92.1,1.6,35.8,73.7,1.3,9.4,20.0,31.6,10.7,3.2,14.8,0.0,6.3,7.1,18.6,3.3,36.7,3.4,12.5,3.3,59.8,59.8,5.6,4.8,0.0,0.0,93.8,0.0,3.8,4.5,0.0,2.2,2.2,51.0,3.93,1.8,29.9,1.6,1.4,0.0,82.5,4.1,20.4,0.2,0.6,20.3,low,50.18174128587657,56.64592945588613,54.581735289541854,83.79912826073958,78.38448560112515,88.79895729411386,100.0,140.30532440718272,129.86410118406886,075,026403,06,6806,1400000US06075026403,6075026403
1408,"Census Tract 302.01, San Francisco County, California",6.7,46.0,15.1,35.0,0.0,31.3,3.3,4.1,90.0,0.7,70.0,36.6,10.9,2.0,68.0,10.0,11.5,4.1,20.8,0.0,2.1,3.0,12.5,18.2,15.5,2.3,2.1,22.0,84.6,84.6,3.6,3.1,8.9,30.6,98.4,0.0,0.0,11.0,0.0,6.5,2.6,27.3,2.81,3.2,23.0,0.0,0.0,0.0,28.9,5.1,15.5,0.2,4.4,59.8,low,96.87861730582816,88.61696315590977,87.6127085912187,101.62372346116365,99.42228350769415,101.79829985609925,100.0,93.13020083839085,90.05651237890201,075,030201,06,675,1400000US06075030201,6075030201
1409,"Census Tract 303.02, San Francisco County, California",6.8,35.7,10.0,0.0,0.0,0.0,1.4,5.5,91.9,0.2,66.9,46.4,8.1,3.5,61.3,11.7,9.2,8.8,18.3,0.0,0.5,6.0,9.6,35.6,28.7,1.5,0.0,49.3,86.2,86.2,1.1,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,1.3,2.9,81.7,2.89,5.2,25.5,0.0,0.0,0.0,24.8,4.5,22.7,1.6,2.5,43.3,low,98.60830820107245,86.39689494047305,129.0407678727247,117.68350725560516,113.14490803050695,96.71062612925323,100.0,117.53112682224871,113.87580731969858,075,030302,06,2812,1400000US06075030302,6075030302
1410,"Census Tract 304, San Francisco County, California",10.3,25.9,8.3,0.0,0.0,0.0,1.6,5.9,91.5,0.3,73.4,32.4,13.1,3.8,61.6,9.6,5.2,8.3,25.5,0.0,1.0,5.8,9.9,41.2,32.9,2.7,1.1,43.5,90.4,90.4,0.3,1.6,6.9,0.0,95.5,0.0,0.0,0.9,0.0,2.1,1.3,79.2,3.02,1.6,23.6,0.0,0.5,0.5,21.0,8.5,20.5,0.0,3.8,56.8,low,109.07246030213601,132.6046289214183,99.98308948368812,111.03605095973741,102.46582279874605,126.42981274510254,100.0,116.31108052305581,104.08705597416572,075,030400,06,5393,1400000US06075030400,6075030400
1411,"Census Tract 103, San Francisco County, California",6.1,52.1,16.6,0.0,0.0,0.0,1.3,6.3,85.6,3.8,71.4,43.1,8.5,2.3,59.8,14.8,12.3,11.9,29.5,0.0,3.6,4.0,6.3,28.1,26.3,1.6,1.6,32.6,79.7,79.7,2.6,7.7,0.0,27.8,83.1,5.4,5.0,15.7,0.9,2.2,10.5,25.6,1.77,5.0,14.5,0.0,3.6,0.0,26.1,1.3,21.7,0.5,0.0,68.3,low,118.69406499658425,104.98711708123464,101.11406481462693,117.68350725560516,106.41708433449756,94.78313740454506,100.0,87.43665144215733,86.46730355220664,075,010300,06,2154,1400000US06075010300,6075010300
1412,"Census Tract 110, San Francisco County, California",3.2,66.5,20.2,0.0,,,4.9,1.6,84.4,2.8,62.6,40.3,13.1,5.0,59.8,12.3,7.3,6.9,29.8,0.0,3.6,5.6,9.4,31.9,19.4,0.6,7.2,40.1,76.9,76.9,4.4,0.0,0.0,0.0,84.9,0.0,6.1,21.2,1.3,11.3,10.7,16.7,2.08,4.0,19.7,0.0,0.0,0.0,42.3,1.5,17.6,0.0,0.0,56.6,low,124.54092989201864,131.32022600622471,105.90988724067722,117.68350725560516,109.033460216279,107.40146475350672,100.0,78.08296314834516,84.50955328310008,075,011000,06,6939,1400000US06075011000,6075011000
1413,"Census Tract 260.04, San Francisco County, California",14.1,25.7,14.3,25.0,0.0,0.0,6.7,12.2,92.5,0.0,55.2,70.3,3.7,4.2,31.0,30.9,5.5,4.2,13.0,0.0,0.8,5.8,16.2,17.1,26.8,2.1,8.3,15.2,65.4,65.4,9.8,8.8,0.0,36.3,99.0,0.0,0.0,0.0,0.9,0.0,4.5,65.2,3.56,0.8,31.2,0.0,1.4,0.0,75.9,7.3,14.1,0.4,1.6,26.4,low,64.72802760840524,63.967140039030596,84.9909021422242,84.82860158089608,96.11176708584827,112.3098372036357,100.0,156.57260839642123,133.779601722282,075,026004,06,2900,1400000US06075026004,6075026004
1414,"Census Tract 301.01, San Francisco County, California",3.5,55.9,20.8,13.0,,,2.4,4.4,77.4,1.0,74.4,27.0,9.0,4.6,73.4,7.5,7.1,6.6,25.9,1.0,7.8,2.2,10.0,19.2,13.4,0.8,3.2,21.9,87.2,87.2,1.8,0.9,0.0,0.0,93.3,0.0,0.0,7.3,0.4,13.8,10.2,31.0,2.29,5.6,19.4,0.0,0.0,0.0,27.4,8.0,10.3,0.0,3.7,67.5,low,100.72662209672156,103.44059112212395,115.79239297334229,90.12303579884384,116.34863360003523,113.07186762968313,100.0,94.75692923731471,95.60347147470397,075,030101,06,2811,1400000US06075030101,6075030101
1415,"Census Tract 330, San Francisco County, California",9.9,31.8,14.5,0.0,0.0,0.0,4.2,8.8,89.6,0.4,60.9,45.0,10.8,5.5,53.9,13.7,6.9,5.2,27.6,0.0,1.8,6.9,14.4,22.0,37.0,1.8,3.2,23.1,77.7,77.7,2.9,1.8,0.0,0.0,97.3,0.0,0.0,0.0,0.0,0.0,1.1,66.0,2.66,2.7,20.1,0.9,0.9,0.8,31.4,4.0,27.6,0.6,3.1,44.2,low,82.40241054074956,79.80962888029636,97.16106252156092,105.68278969492358,118.53784607254623,188.8266570426323,100.0,119.97121942063448,105.3922228202368,075,033000,06,5400,1400000US06075033000,6075033000
1416,"Census Tract 254.03, San Francisco County, California",22.0,29.9,12.3,0.0,0.0,24.3,6.3,7.7,89.9,0.5,60.2,47.0,3.5,9.5,50.7,20.6,4.6,7.2,14.6,0.0,2.8,9.4,13.4,28.7,26.2,7.6,14.3,26.5,70.9,70.9,4.7,5.5,0.0,24.2,91.1,0.0,0.0,3.6,0.0,3.2,7.8,57.7,3.74,1.8,29.9,1.4,1.4,0.0,38.8,5.6,13.9,0.0,3.4,42.0,low,88.99148165826854,86.1871965053394,76.2583115187673,92.71142586095159,79.39899869814244,113.18393092763128,100.0,145.18550960395427,131.8218514531754,075,025403,06,1524,1400000US06075025403,6075025403
1417,"Census Tract 264.01, San Francisco County, California",17.0,16.4,6.7,34.0,8.6,0.0,13.0,12.3,95.8,0.0,43.3,69.1,1.2,7.3,26.1,32.1,10.5,2.4,7.9,0.0,0.0,15.4,17.3,6.3,49.1,0.0,6.3,5.4,60.9,60.9,8.1,5.7,0.0,22.5,95.3,0.0,0.0,0.0,0.0,4.7,0.0,73.3,3.73,0.9,25.9,1.2,0.0,4.6,66.4,6.1,24.7,0.4,0.4,6.3,low,51.524401897930844,62.14139605487782,49.99966178967376,71.65134308289281,81.69500202297105,79.52011622400707,100.0,142.74541700556847,121.38051668460709,075,026401,06,4337,1400000US06075026401,6075026401
1418,"Census Tract 302.02, San Francisco County, California",5.5,55.4,17.4,0.0,0.0,0.0,1.0,3.6,87.1,2.0,70.8,37.0,7.6,0.6,68.1,10.5,7.2,7.9,29.3,0.0,1.9,2.1,16.1,25.1,17.6,0.7,1.9,41.3,82.5,82.5,1.1,5.7,0.0,,96.8,0.0,0.0,2.5,0.0,12.1,18.3,29.3,2.51,6.0,19.2,0.0,0.0,0.0,26.4,4.1,15.1,0.4,4.5,60.7,low,128.18825231385057,116.97411784610287,107.71998890670127,111.77138904556351,108.33931967621453,100.56560357866958,100.0,86.21660514296444,87.77247039827769,075,030202,06,537,1400000US06075030202,6075030202
1419,"Census Tract 353, San Francisco County, California",13.0,32.0,9.4,51.0,4.6,9.8,9.0,6.8,92.3,1.5,52.9,57.9,9.2,2.2,44.6,18.4,8.9,6.6,13.1,0.0,4.0,3.9,9.4,10.4,37.8,2.1,7.0,10.2,77.0,77.0,5.2,3.3,0.0,34.5,95.8,0.0,7.0,1.9,0.0,2.6,2.3,68.6,2.88,1.9,26.7,1.2,0.0,0.0,62.3,4.5,25.2,0.0,3.5,37.4,low,80.77306083003599,78.2767789060857,74.40627177228976,99.71184443801585,100.65037830934666,163.81412894060531,100.0,115.09103422386292,107.67626480086109,075,035300,06,5110,1400000US06075035300,6075035300
1420,"Census Tract 476, San Francisco County, California",10.5,45.9,10.5,0.0,0.0,62.2,7.1,9.1,86.5,0.9,64.2,41.9,9.2,3.5,55.8,17.1,13.3,9.5,16.7,0.0,2.4,2.5,10.7,18.8,21.3,3.0,1.6,30.0,79.0,79.0,5.1,1.0,0.0,14.0,95.4,0.0,2.5,3.6,0.0,6.6,1.1,38.1,2.34,5.0,22.7,0.0,0.0,0.0,21.8,4.4,21.4,0.2,5.2,50.2,low,86.39535259818733,95.61450876308706,75.87681027077119,117.68350725560516,111.70323152421922,125.62295699987587,100.0,98.01038603516241,102.45559741657696,075,047600,06,5113,1400000US06075047600,6075047600
1421,"Census Tract 106, San Francisco County, California",4.1,62.5,13.3,0.0,0.0,0.0,9.4,4.3,86.5,3.2,50.6,54.7,7.4,5.6,47.9,20.9,8.3,11.7,31.8,0.0,15.6,8.8,9.8,14.6,27.9,1.6,4.3,14.3,61.2,61.2,5.5,21.2,0.0,0.0,83.2,0.0,8.9,34.5,0.0,9.2,34.2,11.1,1.72,4.5,21.8,0.0,0.0,0.0,39.2,0.6,26.7,0.7,0.6,41.7,high,73.5532736954666,95.09140234066126,71.44760783836253,55.79745395248261,55.15747522204516,75.21688558279811,100.0,76.04955264969033,86.46730355220664,075,010600,06,4528,1400000US06075010600,6075010600
1422,"Census Tract 208, San Francisco County, California",3.2,69.7,24.8,0.0,0.0,0.0,7.5,0.8,82.3,0.2,72.8,40.9,9.1,3.2,51.4,22.8,8.8,6.6,27.4,1.1,4.0,6.3,5.7,21.0,14.5,3.7,1.9,13.0,68.4,68.4,9.0,4.7,0.0,0.0,97.3,0.0,0.0,22.3,1.2,6.4,23.9,14.5,2.19,5.9,19.5,0.0,0.0,0.0,53.8,3.3,8.1,0.0,3.0,55.9,high,87.54847986168355,82.52545154835882,111.30231268221078,102.9473320156506,77.20978622563146,143.41860871404202,100.0,93.13020083839085,110.61289020452095,075,020800,06,533,1400000US06075020800,6075020800
1423,"Census Tract 610, San Francisco County, California",16.0,30.5,6.7,42.0,0.0,0.0,7.4,8.2,91.3,1.4,53.0,61.6,2.6,7.0,38.1,21.9,7.9,5.0,18.1,0.0,3.9,6.7,9.1,15.5,22.9,1.7,2.6,16.1,73.9,73.9,4.7,7.6,8.4,38.1,98.8,0.0,0.0,33.8,2.1,3.9,1.4,55.4,3.01,7.2,29.2,0.8,0.5,0.0,71.1,6.7,15.1,1.1,1.1,18.8,low,79.94166244392409,72.51349093613527,91.73346320609859,82.82848198744917,125.425856047032,108.7238116692949,100.0,112.24425952574613,106.69738966630786,075,061000,06,3028,1400000US06075061000,6075061000
1424,"Census Tract 203, San Francisco County, California",3.9,70.1,25.3,0.0,0.0,0.0,0.6,3.4,79.9,3.6,78.2,21.9,11.6,0.9,77.3,8.5,8.7,7.5,37.0,0.0,1.2,1.9,10.6,29.8,14.4,0.5,2.4,39.4,85.1,85.1,0.8,1.3,0.0,0.0,89.0,0.0,2.1,19.5,2.5,14.0,9.6,28.6,1.84,6.4,29.8,0.0,0.0,0.0,48.8,3.0,10.5,1.3,3.2,75.7,high,142.3777699802699,120.9629467752756,138.87727700102135,105.2121733199949,108.33931967621453,76.49440717940702,100.0,78.48964524807613,80.92034445640472,075,020300,06,799,1400000US06075020300,6075020300
1425,"Census Tract 207, San Francisco County, California",2.2,65.1,21.1,8.0,0.0,0.0,0.3,1.8,82.4,0.6,72.6,28.0,14.5,2.9,73.1,9.1,6.6,4.5,36.6,0.0,1.9,6.5,3.1,41.4,14.7,0.5,1.1,59.1,85.3,85.3,1.7,1.1,0.0,31.3,85.4,0.0,8.1,13.9,0.0,9.3,15.4,28.3,2.1,8.7,27.1,0.0,0.0,3.0,13.3,5.4,12.8,0.0,3.5,75.1,high,160.97433617996822,153.06504199725774,156.98641070909176,117.68350725560516,106.25689805602116,113.744247417372,100.0,81.74310204592382,87.44617868675994,075,020700,06,800,1400000US06075020700,6075020700
1426,"Census Tract 211, San Francisco County, California",2.1,47.7,14.0,0.0,0.0,0.0,2.0,3.1,81.7,4.8,71.8,28.1,13.4,6.3,78.4,4.5,7.0,9.0,28.4,0.0,2.3,1.1,10.7,43.9,20.6,2.6,1.0,58.0,91.2,91.2,3.5,2.1,0.0,100.0,90.3,0.0,0.0,2.5,0.0,5.0,1.9,46.6,2.28,4.9,24.7,0.0,0.0,0.0,17.9,7.0,17.1,0.4,4.6,84.8,low,168.19890146618195,142.16186303571615,178.6873380818063,117.68350725560516,121.58138536359807,94.11075761685616,100.0,90.69010824000506,89.73022066738426,075,021100,06,2885,1400000US06075021100,6075021100
1427,"Census Tract 212, San Francisco County, California",5.0,46.0,9.9,30.0,,,0.4,3.3,81.3,0.0,79.3,21.6,14.6,2.9,76.3,2.7,5.1,11.6,28.8,0.0,1.1,1.4,7.8,44.9,18.9,1.0,0.7,57.6,93.0,93.0,0.9,0.0,0.0,0.0,92.5,0.0,0.0,9.4,0.0,6.4,2.9,57.1,2.23,10.3,26.6,1.1,0.0,0.0,18.9,8.6,17.5,2.4,4.4,86.1,low,158.41802505025638,130.95781240637413,139.34265440992442,117.68350725560516,104.12108100966896,69.3671814299047,100.0,86.21660514296444,87.44617868675994,075,021200,06,5310,1400000US06075021200,6075021200
1428,"Census Tract 213, San Francisco County, California",1.0,51.4,9.9,0.0,0.0,0.0,0.0,1.6,86.5,0.4,70.9,17.0,12.1,3.2,74.8,8.0,7.4,10.3,30.2,0.0,4.4,1.9,8.2,38.2,13.0,0.0,0.0,51.6,88.1,88.1,3.4,1.3,0.0,0.0,96.6,0.0,0.0,7.2,0.5,12.2,4.0,56.2,2.36,3.6,27.1,0.0,1.4,0.0,10.0,5.6,16.1,0.0,3.2,78.9,low,171.11198125200312,139.45059902928705,166.4820038285409,114.41860615453736,121.26101280664524,59.39354791251938,100.0,86.21660514296444,93.6457212055974,075,021300,06,1640,1400000US06075021300,6075021300
1429,"Census Tract 107, San Francisco County, California",17.3,44.7,9.1,0.0,0.0,0.0,13.2,2.3,91.3,0.3,26.9,79.5,4.0,7.7,27.6,36.7,17.2,4.8,8.2,0.0,12.8,23.3,7.5,5.3,37.9,3.9,13.1,4.7,45.6,45.6,3.3,13.0,0.0,0.0,88.9,0.0,3.6,57.6,0.0,5.5,51.7,8.9,2.52,1.6,30.5,0.0,0.0,17.2,40.7,2.8,33.7,0.4,0.0,16.7,high,37.72669266634583,39.04379722415104,54.9212984570845,95.38805649335852,37.85735714659246,123.7627062539366,100.0,90.28342614027409,92.34055435952637,075,010700,06,2343,1400000US06075010700,6075010700
1430,"Census Tract 162, San Francisco County, California",1.8,77.8,25.0,53.0,,,1.2,3.3,85.3,0.3,76.9,27.4,8.1,2.7,68.8,16.0,8.8,7.9,34.7,0.0,4.7,3.3,11.5,26.7,15.4,1.6,6.0,50.1,78.8,78.8,2.8,0.0,0.0,0.0,92.7,0.0,6.3,48.3,5.1,14.5,33.9,14.2,1.97,11.7,19.9,0.0,0.0,0.0,39.6,2.0,14.4,0.0,2.1,69.7,high,138.31634108259684,118.76225287178059,118.34520451578429,86.94637526807519,99.31549265537657,75.26171090197738,100.0,71.16936745291875,78.63630247578041,075,016200,06,2765,1400000US06075016200,6075016200
