,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,GEOID
161,"Census Tract 2714, Cook County, Illinois",43.0,39.7,4.1,37.0,63.2,15.8,13.3,5.5,76.6,0.5,97.0,2.7,0.0,16.4,22.3,19.3,8.9,8.9,12.0,0.0,20.4,29.3,5.8,0.0,18.8,0.9,48.8,0.0,31.3,31.3,6.4,43.4,66.7,62.8,76.7,10.5,8.8,7.7,4.9,2.2,5.8,14.9,2.78,12.4,26.4,10.4,20.9,23.9,9.0,10.3,10.6,2.6,0.0,7.1,high,69.71474210310788,76.05495623172426,76.09969840300596,60.28740137036771,94.43494594138932,34.01833534117373,100.0,95.19536903039076,97.63109119731509,031,271400,17,1864,17031271400
162,"Census Tract 2801, Cook County, Illinois",2.1,71.8,13.7,0.0,,,0.0,2.7,71.1,1.9,81.9,14.8,19.2,1.9,78.1,5.3,6.2,17.4,30.3,0.0,3.8,1.1,16.7,20.5,5.3,0.0,1.2,41.7,94.8,94.8,1.8,1.9,0.0,0.0,89.9,0.7,7.2,96.5,3.6,28.6,13.2,37.1,1.62,13.7,21.5,0.0,0.0,0.0,28.7,3.4,8.3,1.6,1.0,77.8,high,228.75562762598315,185.56486942349383,182.76465206345156,132.27312402792163,201.04918231217815,184.45433805260475,100.0,59.07380607814762,65.95910030294799,031,280100,17,1866,17031280100
163,"Census Tract 1702, Cook County, Illinois",11.2,12.6,4.3,0.0,0.0,0.0,5.5,6.6,94.9,0.0,74.7,45.9,8.7,2.6,30.6,20.8,16.8,5.6,14.8,0.0,0.7,1.7,17.0,4.9,31.7,5.3,10.6,4.8,65.9,65.9,13.8,3.6,0.0,0.0,91.7,0.8,11.1,0.8,0.0,0.0,0.0,83.3,3.45,2.3,22.9,2.6,4.0,11.5,2.7,8.4,19.5,1.9,0.0,78.9,low,86.99305826794361,93.96071660860257,80.02366027659251,96.9729264595702,101.06993251859951,117.47626989979759,100.0,128.30680173661364,104.3141718447503,031,170200,17,2738,17031170200
164,"Census Tract 2210, Cook County, Illinois",18.5,40.6,13.0,25.0,0.0,0.0,3.9,8.6,85.0,0.7,79.5,36.4,8.5,8.9,37.6,18.0,5.6,5.5,16.2,0.0,5.6,15.3,10.7,2.0,13.2,2.5,15.1,2.2,49.5,49.5,12.1,22.9,12.3,57.7,91.0,2.9,2.8,1.6,0.0,0.0,0.5,32.7,2.54,10.3,22.7,1.2,3.3,10.6,9.1,7.3,6.1,1.0,0.0,77.5,low,86.63972398483506,76.92859086010091,87.01260729521934,93.99703771107544,107.43224841455456,79.36657883634645,100.0,103.09696092619396,96.75938502591049,031,221000,17,2314,17031221000
165,"Census Tract 2302, Cook County, Illinois",25.9,28.0,9.8,62.0,0.0,13.3,13.5,5.5,83.0,0.0,67.7,56.8,6.3,9.5,32.6,27.1,9.5,3.4,19.6,0.0,12.3,7.5,15.5,6.5,19.0,1.3,18.7,7.7,44.2,44.2,22.0,15.9,0.0,23.9,88.7,0.0,3.8,7.8,0.0,0.9,1.2,33.6,4.33,9.5,25.9,3.9,0.0,10.7,10.2,8.0,6.2,1.8,0.0,48.5,low,82.3700432965842,90.63865531786564,87.3553303333767,101.89853542259596,99.88835956649359,61.484779350868244,100.0,129.43560057887123,113.90293973020091,031,230200,17,711,17031230200
166,"Census Tract 2305, Cook County, Illinois",28.5,29.4,3.8,72.0,19.3,10.7,15.2,6.4,93.0,0.2,61.9,80.4,0.0,10.1,16.2,28.5,10.9,0.0,10.7,0.0,21.3,10.3,5.6,0.0,24.1,4.8,41.1,0.0,34.9,34.9,17.6,29.4,76.7,52.2,92.3,4.1,2.9,12.3,0.0,1.4,13.0,24.1,2.74,0.8,42.7,32.7,15.1,16.2,0.0,7.9,12.6,1.4,0.0,28.4,high,59.066163861026794,58.58601316903429,61.15654011271412,77.52703274095795,76.07512007020486,99.82335744773351,100.0,114.0086830680174,107.8009965303687,031,230500,17,1871,17031230500
167,"Census Tract 2412, Cook County, Illinois",10.6,57.6,22.5,0.0,0.0,0.0,2.0,6.3,72.3,0.5,74.8,30.0,11.0,1.1,66.8,10.6,5.2,6.3,28.3,0.0,6.1,2.8,10.7,23.8,22.1,3.7,13.3,39.9,84.4,84.4,4.2,2.6,0.0,25.8,88.1,3.2,4.7,12.8,0.0,1.9,0.0,33.7,2.76,4.7,25.0,0.0,0.0,2.0,41.2,5.5,14.3,0.0,2.6,81.2,low,147.84477400238927,118.45060748946959,138.60760846997348,188.6610849692273,144.06100992983838,51.413749880646925,100.0,92.56150506512304,91.52914799748287,031,241200,17,1928,17031241200
168,"Census Tract 2428, Cook County, Illinois",10.4,43.4,11.4,0.0,0.0,0.0,2.8,6.6,88.1,0.1,80.0,35.8,11.5,5.5,51.3,16.4,5.8,10.3,15.4,0.0,4.4,3.2,14.8,14.6,19.9,0.0,6.0,19.8,73.1,73.1,6.1,1.8,0.0,0.0,92.0,0.0,13.3,0.0,2.7,1.7,0.0,64.5,2.79,4.1,23.5,0.0,4.2,0.5,34.6,5.1,12.2,1.8,0.0,96.5,low,146.3801899128629,153.17664659123028,119.30232340921036,131.29826392065615,136.33534062760728,44.117975690571825,100.0,98.20549927641102,96.46881630210892,031,242800,17,2572,17031242800
169,"Census Tract 2432, Cook County, Illinois",4.9,48.5,14.6,15.0,0.0,40.0,1.8,1.5,78.2,0.0,84.9,31.0,16.1,4.2,61.2,8.8,7.1,14.4,24.3,0.0,3.1,4.5,9.9,24.8,1.5,3.1,4.6,32.8,86.7,86.7,6.1,9.4,0.0,20.0,86.5,1.5,9.6,0.0,2.8,4.1,6.8,43.0,2.51,10.3,15.1,0.0,0.0,0.0,51.7,6.9,4.3,0.0,0.1,82.9,low,167.70971289624114,146.02071659871174,135.3061878112677,147.87088574417,141.24341289020114,63.115599463943866,100.0,92.56150506512304,91.23857927368135,031,243200,17,662,17031243200
170,"Census Tract 2603, Cook County, Illinois",27.2,47.5,3.5,29.0,0.0,20.6,23.4,6.3,77.4,0.0,100.0,1.0,0.0,21.4,14.6,37.3,14.1,20.0,1.7,0.0,15.6,30.4,3.2,0.0,34.8,5.6,50.7,0.0,19.3,19.3,12.7,36.5,0.0,21.7,83.0,0.0,3.4,19.2,0.0,0.0,9.7,16.0,2.78,8.0,22.5,53.5,9.3,4.7,5.8,7.5,15.1,0.0,0.0,1.5,high,67.43020670010823,58.171692883902885,61.25848937090017,102.25769440948326,80.074290061948,40.91355722277413,100.0,98.58176555716356,113.6123710063994,031,260300,17,663,17031260300
171,"Census Tract 2604, Cook County, Illinois",48.7,27.4,2.6,53.0,0.0,34.5,29.2,4.9,94.6,0.0,99.6,0.5,0.0,24.4,24.1,51.5,0.0,0.0,0.0,0.0,32.0,12.1,3.5,0.0,40.1,0.0,57.0,0.0,31.4,31.4,10.2,37.4,,38.8,71.0,15.1,9.3,0.0,0.0,0.0,2.1,21.2,2.53,0.0,18.8,32.9,7.6,31.6,0.0,11.7,19.0,0.0,0.0,2.1,high,55.81063348154557,80.45874966961422,48.111373331205186,56.23403566121108,80.71052165154352,32.75945665739607,100.0,115.89001447178005,108.96327142557483,031,260400,17,5,17031260400
172,"Census Tract 2610, Cook County, Illinois",53.1,17.2,7.1,53.0,0.0,22.4,16.4,7.2,83.7,0.0,95.8,5.8,0.0,10.0,24.9,32.1,9.1,8.6,9.5,0.0,11.5,26.1,9.6,1.6,38.7,4.9,47.2,0.0,33.5,33.5,13.7,21.4,17.2,43.2,72.0,15.2,5.3,0.0,1.0,2.9,1.6,28.7,3.27,6.1,15.5,26.0,19.3,25.5,3.6,8.8,15.3,0.0,0.0,3.4,high,77.83873340633694,65.08015555679539,66.42970280740123,70.39516142991022,90.79933685798643,66.40585056927185,100.0,130.1881331403763,106.92929035896412,031,261000,17,550,17031261000
173,"Census Tract 2705, Cook County, Illinois",38.1,46.2,5.0,0.0,0.0,11.4,26.0,2.1,81.5,0.0,97.2,5.4,0.0,23.9,20.8,22.3,9.2,4.4,15.0,0.0,37.7,11.6,2.8,0.0,28.0,9.8,69.2,0.0,25.6,25.6,6.5,42.5,0.0,54.3,85.0,0.0,8.3,27.0,0.0,8.6,9.6,8.9,3.07,5.0,26.5,13.0,33.3,0.0,0.0,7.0,12.2,0.0,0.0,0.3,high,46.61585049591882,48.876670378556575,67.3841213946749,,78.1655952931615,42.28687942325885,100.0,92.18523878437051,100.5367784353304,031,270500,17,733,17031270500
174,"Census Tract 2715, Cook County, Illinois",48.5,21.6,4.8,50.0,0.0,21.8,8.7,9.1,90.9,0.0,100.0,1.0,0.0,10.1,26.1,20.8,13.6,6.2,9.1,0.0,18.5,15.6,7.1,0.0,22.4,3.3,45.0,0.0,39.7,39.7,7.3,31.7,0.0,50.7,85.3,0.0,5.9,0.0,0.0,0.0,1.1,34.0,3.83,3.3,16.0,7.3,5.5,37.2,0.0,5.5,11.0,2.0,0.0,7.4,low,60.83822969310564,64.5233540876369,53.41490389003282,104.00218091722158,97.79788434353695,46.435456903889786,100.0,126.8017366136035,110.70668376838408,031,271500,17,7,17031271500
175,"Census Tract 2306, Cook County, Illinois",28.0,20.3,4.8,0.0,0.0,15.9,10.2,7.9,86.9,0.0,72.6,68.3,0.6,17.8,15.4,27.0,15.9,1.8,6.8,0.6,10.5,8.1,15.4,2.7,15.8,3.7,34.9,3.4,29.6,29.6,22.5,23.0,0.0,40.2,89.0,2.8,3.1,2.1,0.0,1.1,4.7,26.5,3.73,2.0,28.5,13.9,19.6,28.2,5.1,6.6,5.8,0.5,0.0,23.6,high,69.33713294558727,57.14995281423492,73.00434539382516,84.55628719860934,89.25420299754023,208.9452506279157,100.0,142.60492040520987,124.07284506325456,031,230600,17,2569,17031230600
176,"Census Tract 2215, Cook County, Illinois",4.8,59.8,15.8,0.0,0.0,0.0,0.4,6.5,79.7,1.2,73.5,31.5,12.9,4.1,46.0,21.2,5.8,9.1,18.5,0.0,6.6,9.0,9.1,10.3,26.9,1.1,12.9,23.5,70.8,70.8,11.0,5.3,0.0,0.0,88.3,4.4,2.4,21.2,3.1,5.5,5.5,32.8,2.81,7.6,20.9,0.0,3.9,0.0,35.4,6.9,14.9,0.0,1.1,84.4,low,115.91522252575405,102.65206883425512,120.83806968145984,119.44601735337534,100.34281070191895,80.73990103683117,100.0,80.14471780028944,86.58947969285681,031,221500,17,2247,17031221500
177,"Census Tract 2301, Cook County, Illinois",15.7,55.9,17.1,27.0,0.0,17.5,8.8,5.1,83.6,0.0,79.9,38.2,8.4,4.9,41.1,19.8,5.2,8.6,17.8,0.5,10.1,11.1,8.3,6.3,17.1,3.8,18.8,8.4,58.2,58.2,7.5,28.0,45.5,37.1,92.4,0.0,4.6,11.3,4.4,5.8,7.1,32.9,3.33,10.4,14.4,2.4,0.0,0.0,13.2,5.8,7.6,0.0,0.8,59.6,low,87.62420500265664,84.36385896340937,102.82558797982195,132.7862082949035,96.70720161851612,51.32791724311664,100.0,108.36468885672942,120.29545165383465,031,230100,17,108,17031230100
178,"Census Tract 2403, Cook County, Illinois",2.6,52.5,12.3,26.0,,,0.6,2.2,76.3,0.0,86.6,10.0,14.1,1.8,75.3,7.8,2.4,14.8,29.9,0.6,1.5,3.1,18.1,27.0,4.8,0.0,7.2,38.0,90.7,90.7,2.6,3.3,15.5,50.0,85.8,1.7,0.0,8.1,0.0,2.2,3.5,50.3,2.4,6.5,22.4,0.0,4.8,0.0,37.3,9.3,7.1,0.7,3.1,87.7,low,214.05853977362756,170.21814610183898,178.0966775184221,188.40454283573638,159.05789739887518,34.76221819976962,100.0,78.63965267727932,80.1969677692231,031,240300,17,109,17031240300
179,"Census Tract 2413, Cook County, Illinois",3.3,56.5,23.8,106.0,0.0,17.8,1.9,2.3,70.6,0.9,91.4,12.2,13.4,3.9,71.1,3.9,6.2,14.4,23.2,0.0,0.0,7.1,6.6,31.3,5.3,5.7,5.7,45.6,81.0,81.0,3.5,7.6,0.0,100.0,93.3,2.8,0.0,1.7,0.0,2.5,1.4,48.0,2.43,13.3,13.3,0.0,0.0,0.0,53.7,10.4,8.3,1.4,3.1,74.4,low,186.41215502658318,197.6701458085324,146.66376899982453,153.9252800945559,193.0508423286919,59.79673747943911,100.0,95.57163531114328,91.52914799748287,031,241300,17,866,17031241300
180,"Census Tract 2415, Cook County, Illinois",5.8,61.5,19.5,1.0,,,0.9,2.0,71.1,2.2,90.2,15.3,19.6,2.3,67.2,9.1,6.0,16.3,36.3,0.0,3.3,6.4,14.1,23.6,1.8,1.3,4.3,31.7,88.6,88.6,4.0,10.2,20.4,39.0,99.5,1.2,0.0,2.9,2.3,3.0,2.4,41.9,2.45,9.1,12.4,0.0,1.2,0.0,44.0,6.7,1.7,0.6,2.2,86.0,high,173.94565841186713,163.1709517497622,165.09489339997108,137.60920040453294,154.87694695296187,83.82987598792181,100.0,81.64978292329958,85.42720479765069,031,241500,17,548,17031241500
181,"Census Tract 2416, Cook County, Illinois",6.1,62.5,24.3,0.0,0.0,78.6,3.0,3.5,68.6,0.3,81.9,25.5,15.1,3.0,60.7,12.6,9.8,6.8,25.0,0.0,2.7,0.9,17.2,15.5,7.6,1.2,3.9,22.5,79.3,79.3,7.6,5.8,0.0,40.0,94.6,0.0,0.0,2.0,0.5,3.3,2.2,26.3,2.44,11.9,16.2,0.0,0.0,0.0,35.8,3.6,6.5,0.2,1.9,81.3,low,147.67754708977301,134.57347831358783,124.58199350335613,146.69079193011174,146.96949719656064,103.08499767388473,100.0,83.53111432706227,81.9403801120323,031,241600,17,2996,17031241600
182,"Census Tract 303, Cook County, Illinois",6.5,51.1,9.6,9.0,0.0,0.0,4.6,4.8,83.3,0.3,63.0,58.4,5.0,5.7,37.7,19.5,13.5,9.2,11.3,0.0,12.7,11.2,11.3,5.8,27.1,1.4,19.8,6.1,48.8,48.8,15.1,13.8,0.0,5.0,95.2,4.8,2.1,27.5,1.5,5.2,6.7,29.3,2.59,6.7,18.6,4.1,7.4,6.0,14.1,6.1,15.0,0.6,1.6,66.9,low,84.44149924641151,68.59156684209464,94.31824775416881,106.77283595892357,89.0724225433701,99.1080854683144,100.0,88.04630969609265,95.01597268310127,031,030300,17,1693,17031030300
183,"Census Tract 312, Cook County, Illinois",11.7,58.0,10.0,0.0,0.0,48.6,13.9,1.8,84.7,0.0,65.2,47.9,10.2,4.2,40.3,20.8,13.0,7.3,16.6,0.0,21.1,9.9,5.8,7.2,16.0,2.7,34.5,11.9,49.6,49.6,11.1,23.5,12.9,43.3,88.5,0.0,10.6,57.4,0.0,6.2,30.0,24.7,1.99,4.3,28.5,2.4,0.0,21.6,1.5,6.3,12.5,0.7,0.5,61.4,high,96.06107246497416,76.38678741031367,102.0707296426146,102.10376912938871,71.07615758052594,169.86278967245454,100.0,77.51085383502173,88.332892035666,031,031200,17,2534,17031031200
184,"Census Tract 7506, Cook County, Illinois",28.0,43.3,4.4,34.0,0.0,47.0,5.0,12.2,94.7,0.0,97.5,1.1,0.0,12.4,24.6,28.2,18.2,1.0,22.0,0.0,17.7,19.2,7.2,1.8,33.2,9.5,31.1,3.2,50.9,50.9,5.8,29.2,0.0,45.8,88.1,2.2,0.0,0.0,0.0,0.0,1.6,69.7,2.28,4.5,24.6,36.2,27.2,17.2,0.0,6.5,18.6,3.7,0.0,4.3,high,64.26907861000714,77.59412796970113,78.16688229771462,60.64656035725501,117.24839293974225,104.80165042449066,100.0,109.49348769898701,120.29545165383465,031,750600,17,73,17031750600
185,"Census Tract 3102, Cook County, Illinois",10.0,49.5,14.8,0.0,0.0,0.0,3.0,4.1,84.4,0.9,78.6,41.4,11.0,5.7,52.2,11.1,10.0,4.3,18.1,0.5,6.9,8.6,15.7,5.7,11.4,4.5,9.1,7.6,66.8,66.8,7.6,10.7,0.0,56.5,86.5,0.0,6.7,20.3,0.0,11.1,11.7,41.4,3.04,5.1,12.3,4.8,9.3,13.4,1.9,6.5,10.3,0.0,3.9,63.2,low,100.67329860326157,91.18045876765284,92.18815899802618,101.12890902212321,123.97426974403757,47.26517240001599,100.0,95.57163531114328,95.88767885450586,031,310200,17,1210,17031310200
186,"Census Tract 6912, Cook County, Illinois",44.5,26.8,3.9,65.0,0.0,0.0,8.5,7.2,74.1,0.0,99.3,0.9,0.0,22.7,22.6,27.2,17.1,5.4,10.7,0.0,14.7,15.9,9.1,0.0,28.6,9.3,37.4,0.0,32.7,32.7,5.9,28.4,51.0,50.0,81.0,4.8,9.0,15.0,2.3,2.2,2.5,29.4,2.53,6.4,21.1,36.2,9.1,22.6,0.0,9.0,14.1,1.1,0.0,4.4,high,53.94416536008657,77.50039034863067,40.56278995913152,75.52600409972874,83.43722846409565,84.94570027581565,100.0,103.09696092619396,93.85369778789514,031,691200,17,1813,17031691200
187,"Census Tract 7305, Cook County, Illinois",33.4,27.8,2.5,0.0,0.0,14.9,11.8,8.4,91.0,0.0,98.3,0.5,0.2,22.1,34.3,25.9,8.4,3.0,10.7,0.0,14.2,8.8,16.6,2.7,38.8,3.5,16.5,3.7,53.1,53.1,10.8,17.7,0.0,15.4,88.9,4.1,0.0,0.0,0.0,0.0,0.0,82.3,2.81,1.3,32.1,12.1,41.3,29.1,1.2,2.8,19.0,0.0,0.0,2.3,high,89.2263467138512,69.13149553946046,104.64549069510063,63.93029966593888,89.43598345171037,124.7148223315192,100.0,107.98842257597687,101.40848460673502,031,730500,17,1992,17031730500
188,"Census Tract 7001, Cook County, Illinois",18.6,17.4,1.7,70.0,0.0,17.9,8.6,14.3,88.5,0.0,84.7,26.8,0.3,7.4,25.0,20.2,17.0,2.2,14.5,0.0,5.8,6.1,9.2,0.0,18.2,6.8,22.0,0.0,64.2,64.2,7.4,9.0,0.0,0.0,94.3,4.1,0.0,0.0,0.0,1.0,1.0,72.6,3.41,0.8,29.7,10.3,31.4,49.4,0.0,8.7,9.7,1.3,0.0,14.0,high,87.18456005497191,69.02650940386155,89.33574890196961,74.39721871236867,92.34447071843269,101.62584283586972,100.0,125.29667149059338,108.96327142557483,031,700100,17,1821,17031700100
189,"Census Tract 7106, Cook County, Illinois",33.7,43.1,4.9,34.0,33.3,21.2,7.4,14.1,66.3,0.0,97.1,3.1,0.0,14.9,21.2,28.3,8.4,10.1,10.7,0.0,14.4,15.6,12.3,0.8,35.9,2.8,36.7,0.0,37.2,37.2,12.7,27.0,20.7,33.3,79.2,7.9,9.7,0.7,0.0,0.6,5.2,31.6,3.18,6.0,18.4,33.0,10.7,35.9,0.0,9.7,19.9,0.3,0.0,1.4,high,75.72951654075753,90.31244839654043,68.81791840873832,77.68095802105253,79.07449756401222,50.555423505343974,100.0,101.96816208393636,109.54440887317793,031,710600,17,2048,17031710600
190,"Census Tract 7113, Cook County, Illinois",27.8,33.7,2.5,43.0,0.0,27.4,14.2,9.9,79.2,0.0,98.3,3.4,0.0,28.7,22.2,25.3,8.3,1.9,9.5,0.8,7.2,15.5,6.4,0.2,43.8,1.5,36.0,0.3,36.6,36.6,13.0,21.3,100.0,40.0,87.9,7.3,3.3,6.2,0.0,0.0,1.6,45.3,3.51,8.8,13.3,19.7,44.2,5.2,0.0,2.5,21.7,0.0,0.0,2.9,low,55.068901207844384,94.2400547193925,96.93422233655987,83.6840439447402,98.07055502479216,51.32791724311664,100.0,110.24602026049206,110.41611504458253,031,711300,17,2050,17031711300
191,"Census Tract 7707, Cook County, Illinois",8.3,45.5,3.4,0.0,0.0,40.9,5.1,6.1,92.5,0.4,78.3,30.4,24.8,4.4,26.7,23.2,7.3,11.5,7.6,0.0,3.8,10.1,13.6,2.5,31.1,0.5,6.7,4.5,70.2,70.2,7.8,9.2,42.6,29.5,85.9,0.0,10.6,12.8,1.7,4.6,3.0,48.0,2.35,5.8,23.4,6.8,12.4,6.7,12.5,5.4,23.3,0.0,0.0,95.3,low,109.4176478081316,98.85007092363749,88.61776582836146,109.59479942732378,86.98194732041344,70.12526486225131,100.0,84.28364688856732,90.9480105498798,031,770700,17,1993,17031770700
192,"Census Tract 713, Cook County, Illinois",2.3,62.7,16.8,0.0,,,0.0,2.8,77.6,1.9,82.7,13.8,15.6,3.2,72.9,6.1,3.8,18.3,34.8,0.0,5.7,3.1,14.9,28.2,11.7,0.0,0.0,53.7,92.9,92.9,4.3,2.0,0.0,100.0,92.6,0.0,0.0,26.7,2.5,6.7,11.0,48.6,2.48,11.1,15.9,0.0,0.0,0.0,29.2,2.3,11.3,0.0,1.3,85.5,low,205.34655706797355,170.72620400804087,151.69615791454032,173.47379066656444,136.06266994635206,113.92852088187873,100.0,80.52098408104199,89.78573565467369,031,071300,17,138,17031071300
193,"Census Tract 803, Cook County, Illinois",5.6,67.5,11.6,0.0,0.0,100.0,3.0,0.6,69.7,0.4,85.9,11.3,16.8,2.3,72.9,3.0,4.2,14.7,37.3,0.0,3.2,0.9,13.9,25.5,7.9,0.0,1.0,38.9,92.1,92.1,2.2,4.3,7.0,18.2,96.8,2.5,0.0,64.1,1.9,14.5,12.0,55.2,1.85,13.9,25.7,0.0,0.0,3.0,28.4,7.3,6.8,0.0,1.2,85.2,high,238.51142993135483,197.1189685966381,183.4088846098613,140.43116387293313,185.59784370771604,136.47389367316964,100.0,63.212735166425475,72.35161222658171,031,080300,17,1543,17031080300
194,"Census Tract 816, Cook County, Illinois",2.0,74.6,8.9,0.0,,,0.6,1.8,74.6,3.6,81.9,19.3,17.5,3.5,81.1,2.7,5.1,19.1,31.9,0.5,7.0,5.1,13.1,21.7,10.9,0.5,0.5,42.3,94.4,94.4,0.4,0.0,0.0,0.0,85.1,1.5,5.9,93.2,0.5,28.2,19.2,35.3,1.56,12.0,18.4,2.4,0.0,3.6,21.4,5.6,10.1,0.0,4.1,76.3,high,248.55043910486685,182.00658932765938,226.0583806620776,141.9704166738787,197.59535368294553,114.44351670706051,100.0,56.43994211287988,71.18933733137558,031,081600,17,1018,17031081600
195,"Census Tract 818, Cook County, Illinois",0.4,73.2,11.1,0.0,,,0.0,2.0,78.9,0.3,89.9,11.1,13.3,2.7,70.5,2.7,8.7,22.9,28.4,0.0,2.5,3.2,12.9,34.4,5.1,0.0,0.0,69.8,96.6,96.6,1.3,0.0,0.0,,95.4,0.0,1.7,90.3,6.5,19.9,10.7,54.4,1.73,8.4,24.9,0.0,0.0,0.0,28.2,7.2,7.5,0.0,1.5,86.9,high,248.6852995182672,202.56137487598872,194.86624592345132,135.55686333660552,213.0466922874076,283.7913105543333,100.0,60.202604920405214,74.38559329319243,031,081800,17,2676,17031081800
196,"Census Tract 819, Cook County, Illinois",25.5,43.3,11.1,105.0,,,1.8,4.6,88.2,0.0,88.1,8.6,9.8,1.9,50.6,15.9,6.4,15.2,29.8,0.0,6.8,6.6,2.2,45.3,11.7,7.8,24.3,36.5,64.1,64.1,8.2,22.7,32.6,66.2,43.1,5.4,11.4,32.2,0.5,4.3,0.5,55.7,1.9,6.6,27.7,0.0,0.0,0.0,30.1,8.1,9.6,0.0,0.0,49.1,low,213.079453172342,214.42480819866552,260.77535677415784,173.1659401063753,60.71467169282778,26.407841480154207,100.0,84.65991316931984,80.1969677692231,031,081900,17,640,17031081900
197,"Census Tract 5703, Cook County, Illinois",17.9,23.9,4.5,29.0,5.3,12.8,6.9,2.6,89.6,0.3,59.9,80.9,1.2,7.9,17.9,26.1,9.5,4.4,12.0,0.0,4.8,16.7,11.5,0.5,21.5,3.4,23.9,0.7,42.6,42.6,16.1,16.4,8.8,39.8,87.3,0.0,13.7,0.0,0.0,0.0,3.7,54.9,3.55,0.0,35.7,2.4,20.8,35.3,0.0,7.3,14.8,0.0,0.0,46.9,low,74.90417081074821,58.86160177498143,63.36688679551386,81.68301530351097,88.16352027251938,162.82451339497032,100.0,127.93053545586109,115.06521462540705,031,570300,17,563,17031570300
198,"Census Tract 6115, Cook County, Illinois",9.3,37.7,8.7,147.0,0.0,0.0,8.0,1.4,88.4,1.1,54.6,82.9,0.6,15.1,7.5,22.5,7.0,2.3,10.0,0.0,9.4,20.4,6.1,0.4,31.8,4.1,32.2,0.0,21.5,21.5,35.1,32.4,43.5,63.8,82.7,10.3,9.8,8.5,0.0,6.3,9.4,26.1,3.81,5.9,25.3,32.7,36.3,18.0,0.0,8.2,17.9,0.0,0.0,65.6,low,60.88677944192972,47.82305951772466,57.714125799070175,60.03085923687679,70.34903576384536,96.18977579228435,100.0,127.55426917510857,126.97853230126991,031,611500,17,1773,17031611500
199,"Census Tract 6117, Cook County, Illinois",22.7,34.8,6.0,137.0,0.0,0.0,9.0,3.6,94.7,0.0,74.0,51.8,0.4,26.1,15.4,33.7,8.9,4.5,15.6,1.1,5.4,25.5,2.2,0.0,41.7,15.3,45.5,0.0,16.5,16.5,18.8,43.2,100.0,77.6,75.6,30.9,2.9,0.0,0.0,0.0,0.0,27.8,3.34,2.2,42.2,35.7,20.1,17.5,1.9,9.6,14.9,0.8,0.0,36.9,low,59.91578446544816,48.64232632588043,60.39083610974229,70.75432041679751,77.2566930223108,48.8101598755613,100.0,115.89001447178005,113.6123710063994,031,611700,17,330,17031611700
