,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,GEOID
471,"Census Tract 2718, Cook County, Illinois",61.5,20.6,6.5,230.0,0.0,0.0,12.7,1.7,85.3,0.0,100.0,0.0,0.0,11.7,43.1,25.0,11.8,23.6,13.2,0.0,32.1,36.7,2.3,0.0,29.4,11.0,55.0,0.0,17.2,17.2,10.7,60.1,,77.0,66.9,0.0,5.9,0.9,0.0,3.1,4.6,14.7,3.19,0.0,26.1,6.3,15.6,62.5,0.0,12.7,7.5,0.0,0.0,0.0,low,55.69735073428939,40.682127544577405,59.15876847889807,,49.716954215534116,24.061749387659468,100.0,145.2387843704776,124.3634137870561,031,271800,17,1865,17031271800
472,"Census Tract 2808, Cook County, Illinois",15.4,60.9,3.5,0.0,0.0,35.7,13.6,10.1,91.7,0.6,97.5,4.3,2.4,23.5,25.5,21.1,19.3,2.5,13.4,2.2,19.6,13.1,8.9,1.7,43.3,14.8,51.7,0.0,33.5,33.5,14.0,17.9,0.0,64.5,77.2,15.6,14.2,33.0,1.9,14.2,12.3,21.2,2.82,0.8,29.3,0.0,1.3,0.0,0.0,0.1,23.0,0.0,0.0,9.1,low,68.49830117423792,58.14732110242456,59.23468813924939,89.02012032135147,41.8095044591329,25.406460708967433,100.0,91.0564399421129,128.14080719647603,031,280800,17,336,17031280800
473,"Census Tract 2809, Cook County, Illinois",43.1,37.6,6.2,77.0,12.8,51.3,16.6,6.0,81.3,0.0,98.6,6.8,3.5,34.7,34.3,22.3,11.0,0.0,25.5,0.0,36.5,23.5,7.9,1.1,15.1,5.6,52.4,0.0,36.7,36.7,6.1,55.9,100.0,78.3,89.4,0.0,7.1,46.6,1.7,5.0,1.7,16.4,2.79,3.2,26.2,0.0,19.4,0.0,0.0,9.6,8.4,0.0,0.0,9.9,low,55.17139512202854,105.45482370426173,93.54386721858542,118.57377409950621,45.89956467796112,28.35338126417424,100.0,98.58176555716356,97.049953749712,031,280900,17,734,17031280900
474,"Census Tract 2819, Cook County, Illinois",1.8,70.1,15.8,0.0,,,0.0,1.2,58.3,4.5,47.5,50.0,9.0,4.4,79.6,4.7,4.1,19.6,31.4,0.0,12.6,3.4,13.0,21.1,2.6,0.5,0.0,38.2,92.0,92.0,4.6,9.8,0.0,0.0,87.8,5.4,5.6,97.6,10.9,27.1,27.7,24.5,1.74,8.7,12.0,0.0,0.0,1.8,5.8,3.4,3.0,0.0,1.2,48.7,high,209.7079428373366,206.95954405661445,167.14472422945659,122.31928924847372,164.6930914781496,172.1802708857725,100.0,63.212735166425475,69.44592498856638,031,281900,17,1206,17031281900
475,"Census Tract 2912, Cook County, Illinois",67.8,19.0,3.0,67.0,0.0,40.5,17.4,3.6,83.1,0.0,99.8,5.0,0.0,22.2,19.6,29.8,28.9,1.5,9.3,0.0,29.6,13.4,4.6,0.9,22.7,5.3,58.8,0.0,24.7,24.7,11.6,51.7,81.5,59.2,82.0,7.7,4.4,0.6,0.0,1.0,1.4,13.9,2.77,4.9,27.3,17.6,14.8,24.1,0.0,7.3,7.6,0.0,0.0,1.8,high,63.54083237764597,70.02762719689403,76.1560958649812,80.60553834284909,93.70782412470872,70.95498035837751,100.0,120.02894356005793,104.02360312094879,031,291200,17,8,17031291200
476,"Census Tract 311, Cook County, Illinois",6.7,66.3,16.4,0.0,,,1.1,2.9,76.3,0.0,81.0,28.8,12.7,5.2,53.5,14.1,10.0,9.6,15.5,0.0,7.9,8.1,12.3,6.2,18.7,2.6,4.1,11.4,70.1,70.1,10.8,4.2,37.5,56.9,95.3,0.0,1.9,17.8,0.0,5.9,7.3,22.4,1.96,11.7,15.9,2.5,9.3,2.5,31.1,4.5,14.1,1.4,2.8,76.8,low,109.13174373172312,103.5744470255884,113.50639962467564,98.97395510079943,111.61319886046783,144.74243775525474,100.0,80.89725036179452,97.9216599211166,031,031100,17,1700,17031031100
477,"Census Tract 3901, Cook County, Illinois",20.5,44.2,5.6,47.0,31.0,0.0,9.8,9.4,94.2,0.0,94.2,12.3,3.1,3.0,59.6,15.5,4.5,5.1,10.5,0.0,14.6,5.4,12.8,10.1,16.1,3.5,22.9,16.8,65.0,65.0,9.0,9.2,33.3,5.1,96.9,0.0,3.1,20.0,0.0,0.0,3.1,38.6,2.67,4.5,31.7,1.2,3.1,8.6,15.6,12.1,11.3,0.7,0.0,3.2,low,140.4463317232534,143.37544093210354,154.5507371437498,102.30900283618143,97.9796647977071,44.91908030752124,100.0,89.17510853835024,93.27256034029207,031,390100,17,1707,17031390100
478,"Census Tract 3807, Cook County, Illinois",34.3,44.9,5.1,5.0,0.0,40.6,14.9,4.3,82.6,0.9,95.1,6.0,0.5,17.4,19.2,42.3,23.7,6.2,4.9,0.0,11.0,7.3,13.7,1.1,19.9,2.5,36.4,2.1,33.9,33.9,8.8,10.8,0.0,23.3,73.3,31.0,12.7,11.9,0.0,3.9,0.0,9.2,2.95,5.0,36.2,40.0,15.0,0.0,0.0,2.6,24.7,0.0,1.0,9.1,low,69.7282281444479,51.41508515714449,137.60546895333613,93.74049557758451,80.98319233279872,36.47887095037553,100.0,90.68017366136036,96.75938502591049,031,380700,17,552,17031380700
479,"Census Tract 3812, Cook County, Illinois",18.9,59.4,0.0,0.0,,,9.7,18.9,88.9,0.0,98.4,1.8,0.0,11.1,52.0,6.9,13.1,7.5,23.4,0.0,15.0,25.5,9.8,6.2,25.5,1.3,26.9,15.2,58.6,58.6,3.1,18.0,0.0,67.3,82.6,6.7,5.1,37.8,0.0,6.3,5.1,24.0,2.73,0.0,39.9,0.0,16.5,6.5,4.8,13.1,19.9,0.0,0.0,9.9,low,92.31734738898416,,95.14034921911592,135.40293805651098,75.3479982535243,49.325155700743075,100.0,67.72793053545588,86.29891096905529,031,381200,17,1706,17031381200
480,"Census Tract 3902, Cook County, Illinois",17.4,52.3,2.4,32.0,0.0,0.0,5.1,5.7,83.5,0.0,94.5,8.3,4.5,7.0,69.3,12.9,12.6,9.6,7.4,0.0,7.6,3.9,14.4,15.9,14.5,0.0,13.4,26.2,75.6,75.6,8.2,5.4,0.0,15.2,89.5,0.8,0.0,7.9,0.0,4.4,0.0,62.3,2.17,4.5,34.8,1.6,0.0,13.3,11.2,8.2,8.7,2.7,3.8,25.4,low,199.0890338862035,145.58577403694485,182.70825460147637,117.95807297912798,103.06951751447113,47.379615916723054,100.0,76.0057887120116,88.0423233118645,031,390200,17,1220,17031390200
481,"Census Tract 4003, Cook County, Illinois",28.9,46.1,7.8,152.0,0.0,37.5,6.1,7.3,67.6,1.5,98.8,5.9,0.0,22.4,30.2,36.5,9.4,2.6,20.6,3.5,31.5,10.0,5.2,0.0,12.4,13.9,49.0,0.0,41.4,41.4,6.5,35.2,,74.5,85.0,0.0,7.2,10.0,0.0,0.0,1.8,17.3,1.94,4.2,28.1,17.9,24.5,13.2,4.7,8.4,9.5,0.0,0.0,7.1,high,97.46362076433641,77.58662896001549,95.42016739583934,81.42647317002005,102.25150547070544,37.68052787579967,100.0,79.39218523878436,79.90639904542157,031,400300,17,1710,17031400300
482,"Census Tract 406, Cook County, Illinois",3.6,55.4,12.3,19.0,0.0,0.0,1.8,1.4,86.1,0.0,89.9,22.1,29.6,5.2,70.6,11.7,5.4,8.8,22.4,0.0,3.8,5.6,23.1,11.7,9.4,1.8,1.1,22.8,84.3,84.3,9.5,2.6,0.0,0.0,86.8,0.0,5.7,9.6,0.0,3.4,8.5,35.4,2.95,9.9,18.7,1.5,0.0,4.0,55.3,8.1,10.2,1.5,0.0,94.0,low,135.9150218330061,120.21849902285835,108.079228476133,120.83134487422636,124.42872087946292,71.92775025038752,100.0,83.53111432706227,90.9480105498798,031,040600,17,233,17031040600
483,"Census Tract 5801, Cook County, Illinois",23.4,22.2,4.5,77.0,4.9,0.0,7.3,7.0,92.5,1.2,54.5,77.6,4.2,11.3,12.0,25.6,10.3,3.8,6.6,0.0,3.0,16.0,7.1,1.7,27.9,3.1,20.5,2.2,45.6,45.6,17.2,19.5,39.4,43.4,84.3,5.1,14.6,0.0,0.6,3.7,1.4,57.3,3.68,5.3,24.9,0.0,7.4,21.9,1.3,6.9,16.0,2.0,0.0,45.3,low,60.552325616697175,60.18330223207485,66.30606221768622,83.06834282436198,90.25399549547602,78.9088047695182,100.0,128.68306801736617,113.6123710063994,031,580100,17,1801,17031580100
484,"Census Tract 5806, Cook County, Illinois",16.4,24.9,5.9,18.0,6.5,10.5,13.5,6.0,98.9,0.5,54.9,81.8,1.7,15.7,11.5,25.5,15.2,6.7,6.4,0.0,5.7,14.0,12.3,3.5,19.4,1.7,16.5,3.0,49.0,49.0,15.8,11.5,12.6,15.1,85.7,1.5,6.9,1.4,0.0,0.0,1.7,51.0,3.55,3.1,30.0,16.2,9.8,30.1,0.0,5.2,8.1,0.3,0.0,53.5,low,74.05185299805885,68.58781733725182,67.02187615814148,82.35002485058739,68.622121449229,148.03268886058277,100.0,135.0795947901592,121.16715782523924,031,580600,17,1831,17031580600
485,"Census Tract 6403, Cook County, Illinois",15.2,28.0,4.8,58.0,0.0,0.0,4.6,12.4,90.0,1.0,86.7,42.7,10.0,7.9,32.1,18.5,10.3,3.6,10.6,0.4,3.7,5.5,17.7,4.7,26.0,2.4,7.6,6.5,67.6,67.6,7.0,6.0,7.5,8.6,97.1,0.3,3.3,0.0,1.0,0.0,0.0,65.2,3.04,7.2,31.5,3.0,5.0,26.3,1.6,8.3,14.9,0.0,0.2,68.3,low,98.46158782349802,105.22047965158559,93.10570232170065,93.68918715088631,93.07159253511324,204.768062268108,100.0,113.25615050651231,104.02360312094879,031,640300,17,2089,17031640300
486,"Census Tract 6505, Cook County, Illinois",11.3,34.6,1.8,0.0,0.0,2.4,10.5,6.7,92.2,0.0,67.8,69.8,6.6,10.0,22.8,12.4,9.1,3.2,13.1,0.0,6.5,9.5,14.2,0.8,29.9,2.2,11.1,1.2,60.1,60.1,10.4,9.8,28.6,41.4,86.4,5.3,0.0,28.6,0.0,1.9,1.9,78.6,3.53,1.5,36.2,8.6,15.7,41.3,0.0,5.9,14.5,0.5,0.5,55.6,high,86.78807043957529,70.4831920352964,70.33631161576464,71.8317973774594,89.16331277045515,130.15088937510455,100.0,118.52387843704777,121.74829527284231,031,650500,17,2126,17031650500
487,"Census Tract 6704, Cook County, Illinois",34.7,29.6,4.6,66.0,0.0,27.5,16.9,4.0,92.5,0.0,90.9,17.1,0.0,32.6,23.0,30.3,7.1,0.0,15.2,0.0,12.4,20.2,6.9,2.7,44.3,8.2,58.0,1.4,26.6,26.6,14.3,34.7,8.2,72.7,78.8,6.6,9.5,0.0,0.0,0.0,1.8,43.5,3.1,4.4,23.3,36.8,18.0,32.0,0.0,5.2,19.7,0.0,0.0,9.4,low,65.18343221286061,67.34298172943618,58.336667013950965,93.43264501739542,84.8914720974568,47.379615916723054,100.0,118.90014471780032,112.15952738739172,031,670400,17,2118,17031670400
488,"Census Tract 6809, Cook County, Illinois",28.0,56.2,3.4,104.0,0.0,0.0,17.2,3.3,87.7,0.3,95.2,2.8,0.5,28.5,18.2,42.3,17.3,2.3,17.3,0.0,25.3,20.8,1.8,0.0,39.5,7.4,52.6,0.0,26.5,26.5,9.6,32.4,27.3,51.3,78.5,15.5,10.2,51.4,0.0,11.7,4.5,13.5,2.32,2.0,22.8,33.5,21.5,17.6,0.0,8.1,24.1,0.0,0.0,1.1,high,68.25285522184954,66.36811047030345,76.52267936782043,90.20021413540972,58.715086696956206,98.13531557630438,100.0,74.12445730824892,88.9140294832691,031,680900,17,2515,17031680900
489,"Census Tract 6811, Cook County, Illinois",37.2,29.4,3.8,122.0,0.0,0.0,19.5,3.4,86.6,0.0,97.7,6.5,0.1,34.3,20.2,33.4,17.3,7.0,6.2,0.0,23.2,15.1,6.9,0.0,34.4,7.4,50.7,0.0,22.5,22.5,15.1,37.3,59.0,55.9,56.2,28.5,12.7,3.1,0.0,0.0,3.0,21.2,3.35,4.0,26.4,37.9,9.1,16.2,10.1,14.6,10.7,0.4,0.0,0.8,high,60.150441584764536,58.31792357277279,66.91558863364965,64.5460007863171,89.7086541329656,83.25765840438652,100.0,116.64254703328513,110.41611504458253,031,681100,17,2741,17031681100
490,"Census Tract 6813, Cook County, Illinois",40.5,34.3,6.8,126.0,0.0,16.4,17.9,8.3,80.9,0.0,91.6,9.8,0.3,31.8,20.0,27.0,2.5,0.0,4.6,0.0,21.5,14.2,5.9,0.0,25.0,10.2,42.4,0.0,22.2,22.2,18.8,32.1,28.9,35.9,55.4,36.3,9.7,1.5,0.0,0.5,2.4,28.0,3.22,1.7,14.4,42.4,6.9,18.2,0.0,10.0,14.9,0.0,0.0,0.3,high,54.402690765647314,75.62938743206439,66.04142797303307,59.26123283640401,76.07512007020486,65.20419364384772,100.0,117.77134587554272,113.90293973020091,031,681300,17,436,17031681300
491,"Census Tract 6904, Cook County, Illinois",40.7,44.3,7.6,0.0,0.0,55.0,13.0,6.9,76.4,0.0,98.9,2.6,0.0,14.3,12.4,40.8,4.9,1.6,11.9,0.0,23.0,26.0,6.7,2.0,24.9,9.1,41.9,0.1,40.5,40.5,11.4,39.6,100.0,66.7,72.7,4.2,11.9,3.2,0.0,0.5,5.6,24.1,2.11,9.2,14.2,10.9,9.1,32.7,9.4,2.5,13.9,0.1,0.0,0.3,high,46.33264362777836,67.14613272518822,61.599043275904656,61.15964462423686,78.71093665567194,86.71957478477509,100.0,82.40231548480466,82.81208628343691,031,690400,17,1812,17031690400
492,"Census Tract 7002, Cook County, Illinois",13.8,16.7,1.9,20.0,8.5,17.6,10.6,6.0,94.8,0.0,71.8,61.2,2.3,12.6,16.8,24.6,10.3,6.0,7.9,0.0,2.6,13.3,17.3,0.9,26.3,1.8,12.4,1.1,59.6,59.6,13.3,8.6,0.0,10.4,96.6,2.7,0.0,0.0,0.0,0.0,0.0,85.0,3.58,0.4,42.1,10.9,30.6,35.4,0.3,7.5,10.2,0.0,0.9,33.1,low,84.05849567235491,96.26478733451431,101.20090724830379,73.52497545849953,102.16061524362037,189.9190159753669,100.0,133.95079594790158,115.93692079681166,031,700200,17,2044,17031700200
493,"Census Tract 7115, Cook County, Illinois",44.3,27.7,3.3,36.0,0.0,27.1,10.3,6.9,90.2,0.0,98.6,1.8,0.2,20.9,16.2,30.9,11.8,9.4,6.3,0.0,11.2,9.6,7.5,1.6,40.9,11.6,39.2,0.8,40.3,40.3,17.5,26.3,0.0,39.1,88.3,2.5,0.0,0.0,0.0,1.2,4.3,74.4,2.96,5.4,18.7,22.7,34.6,31.1,0.0,4.7,19.1,0.0,0.0,0.0,high,67.43020670010823,89.8325117766597,86.76532611578934,68.80460020226647,129.51857359622693,73.21523981334195,100.0,115.89001447178005,108.67270270177332,031,711500,17,3098,17031711500
494,"Census Tract 7306, Cook County, Illinois",32.5,33.7,2.9,38.0,4.3,0.0,4.9,2.4,97.5,0.3,99.6,1.7,0.3,15.1,34.6,21.1,11.2,7.8,1.4,0.0,12.1,12.8,11.8,1.1,50.0,2.5,20.2,1.7,48.0,48.0,1.7,21.0,17.3,49.8,87.8,8.1,0.0,5.1,0.0,1.5,3.6,71.8,2.78,0.0,22.8,17.0,36.6,26.2,1.3,7.6,23.8,0.0,0.0,0.4,high,86.70445698326715,109.24557310035091,74.35137708177278,77.57834116765615,71.07615758052594,101.82611899010708,100.0,113.63241678726486,113.6123710063994,031,730600,17,1230,17031730600
495,"Census Tract 7402, Cook County, Illinois",8.1,23.3,1.0,109.0,7.2,0.0,3.5,6.3,91.0,1.4,93.0,10.7,37.6,2.7,30.9,29.7,10.0,4.6,5.2,0.0,6.7,3.6,13.9,5.6,32.6,3.3,4.6,7.4,92.7,92.7,1.8,4.3,0.0,0.0,96.8,1.5,0.0,3.0,0.8,2.3,0.0,94.2,3.17,1.1,27.6,1.2,9.3,14.0,3.3,7.1,19.2,0.0,0.0,95.7,low,107.72649822409288,157.45670636930726,112.20491973293879,97.07554331296656,109.52272363751119,190.5770661964325,100.0,116.64254703328513,107.51042780656721,031,740200,17,1231,17031740200
496,"Census Tract 7501, Cook County, Illinois",35.5,36.8,7.9,15.0,5.5,28.9,9.0,6.3,96.3,0.0,98.8,2.3,0.3,19.6,26.4,21.6,9.3,6.4,11.9,0.0,8.8,11.2,11.0,0.7,46.6,4.8,24.1,1.0,56.2,56.2,8.7,11.7,0.0,26.2,87.0,4.6,3.5,2.9,0.0,0.6,1.1,70.1,2.64,0.0,20.4,10.3,36.7,26.6,0.0,3.2,25.0,0.0,0.0,0.8,high,73.07276639677328,84.83254706876166,88.8455248094154,78.04011700793983,69.80369440133492,109.12189318018216,100.0,103.849493487699,99.6650722639258,031,750100,17,72,17031750100
497,"Census Tract 7502, Cook County, Illinois",11.0,39.4,0.4,0.0,0.0,0.0,0.3,6.8,93.7,0.0,97.6,7.9,10.1,4.1,68.2,10.3,1.7,12.2,16.3,0.0,11.4,8.5,5.2,17.4,31.3,1.0,10.2,27.3,78.6,78.6,2.4,6.6,9.4,29.1,88.5,4.3,0.0,8.2,0.0,2.7,1.4,69.1,2.4,5.7,23.8,8.5,7.1,17.3,14.6,8.5,22.0,3.5,0.0,41.6,low,166.35031992916697,167.67785657082962,137.42543090164585,105.5927421448653,89.7086541329656,79.4810223530535,100.0,82.77858176555718,86.29891096905529,031,750200,17,567,17031750200
498,"Census Tract 7503, Cook County, Illinois",10.7,26.8,0.6,0.0,0.0,0.0,3.4,5.8,96.5,0.9,95.7,7.8,52.2,5.4,57.6,19.1,2.8,7.7,18.0,0.0,1.4,6.1,15.9,13.2,29.6,1.1,3.5,18.0,85.9,85.9,3.6,3.8,0.0,34.2,93.2,1.5,16.9,0.5,0.0,0.6,1.2,82.1,2.76,1.1,24.2,1.6,2.4,10.7,4.4,9.0,18.8,0.0,0.3,85.6,low,170.2289054185572,155.06827178443208,195.5603685323776,105.95190113175259,97.6161038893668,71.35553266685221,100.0,100.83936324167877,95.01597268310127,031,750300,17,3107,17031750300
499,"Census Tract 7504, Cook County, Illinois",11.6,33.5,3.5,0.0,0.0,31.8,3.4,9.5,90.1,0.0,97.2,7.2,35.2,8.1,36.5,23.6,9.3,6.6,9.0,0.0,5.7,13.7,20.9,9.6,24.0,0.7,2.4,14.5,84.0,84.0,5.1,4.8,0.0,0.0,96.6,4.3,0.0,2.8,0.0,2.6,0.0,79.6,2.71,1.7,27.3,2.5,3.7,14.1,1.7,4.9,20.1,0.0,0.0,65.3,low,134.50168470057187,146.20819184085266,118.96393863735877,88.14787706748231,78.62004642858686,86.74818566395186,100.0,96.32416787264836,93.27256034029207,031,750400,17,1249,17031750400
500,"Census Tract 7705, Cook County, Illinois",19.6,18.4,1.9,0.0,0.0,21.9,13.7,6.7,87.8,2.3,56.0,81.9,6.4,4.6,9.0,29.1,1.6,2.4,12.3,0.0,1.8,12.2,10.0,0.0,14.8,0.0,20.5,0.0,36.1,36.1,23.5,32.5,90.6,65.1,92.3,3.7,8.7,3.5,0.0,2.4,2.7,73.2,3.77,7.1,31.6,3.5,0.0,3.4,1.9,10.1,8.2,0.8,0.0,87.2,low,69.67158677081981,59.28717057464129,56.46904336930861,53.771231179698184,91.16289776632674,120.82374276347912,100.0,145.2387843704776,128.14080719647603,031,770500,17,1162,17031770500
501,"Census Tract 5905, Cook County, Illinois",10.3,38.2,4.4,0.0,8.0,17.0,14.1,5.9,76.5,4.0,53.7,66.9,2.7,13.7,23.6,25.4,7.1,3.0,13.2,0.7,8.4,6.8,15.1,0.6,20.1,4.8,21.4,1.0,57.2,57.2,12.3,13.3,0.0,0.0,89.1,2.0,10.3,0.0,0.0,4.1,2.7,55.6,3.58,1.9,16.6,2.0,4.0,22.2,5.7,2.7,22.0,0.4,0.0,39.8,low,74.78549364695603,76.86484927777298,105.29406150781617,97.89647814013752,85.25503300579709,52.70123944360135,100.0,108.74095513748196,111.8689586635902,031,590500,17,324,17031590500
502,"Census Tract 6004, Cook County, Illinois",16.0,33.3,5.7,46.0,0.0,33.7,6.8,4.2,87.0,3.1,49.6,64.6,5.7,12.4,28.2,37.5,10.6,6.9,10.7,0.0,16.2,17.3,11.1,2.9,30.9,4.1,21.7,2.8,56.5,56.5,13.8,24.5,41.8,61.3,96.2,2.0,0.2,7.5,0.5,2.1,4.4,40.7,3.37,3.7,29.0,1.2,1.2,1.7,7.0,5.9,21.4,0.0,0.7,26.5,low,70.21102842442068,65.43260901202032,77.82849752586304,107.64507921279274,84.80058187037173,126.25980980706447,100.0,104.97829232995663,100.24620971152885,031,600400,17,986,17031600400
503,"Census Tract 8102, Cook County, Illinois",21.3,47.6,8.1,8.0,0.0,0.0,6.8,7.0,83.1,0.6,74.5,33.6,6.6,2.7,43.2,27.2,10.5,8.7,15.0,1.0,2.8,15.1,17.0,2.9,21.9,4.3,12.6,4.5,61.9,61.9,13.8,8.0,0.0,13.3,88.5,0.0,9.9,23.0,0.0,1.4,1.3,40.8,2.23,7.1,29.3,12.7,22.5,24.9,8.9,7.6,12.7,0.2,0.9,50.3,low,89.33153783630337,82.35599912008023,107.37209106828932,78.29665914143075,109.34094318334104,181.59325013492824,100.0,93.31403762662808,99.6650722639258,031,810200,17,303,17031810200
504,"Census Tract 8133.01, Cook County, Illinois",24.2,19.4,6.9,99.0,7.5,11.9,11.8,2.9,94.6,0.3,65.7,83.5,0.3,5.3,9.5,32.2,10.4,0.4,9.0,0.0,8.3,14.6,14.0,2.1,16.1,4.4,32.3,2.6,29.3,29.3,24.3,23.9,24.3,28.4,84.0,0.0,2.3,6.2,0.0,2.7,3.2,32.2,4.84,1.6,24.1,16.5,16.9,39.6,0.0,13.6,5.2,0.0,0.0,28.4,low,73.32090955742967,63.087293732837544,55.70767763264254,67.93235694839733,77.98381483899135,97.76337414700643,100.0,148.6251808972504,125.81625740606377,031,813301,17,309,17031813301
505,"Census Tract 8133.02, Cook County, Illinois",21.2,20.1,6.8,111.0,9.0,4.5,11.3,3.6,93.8,0.0,61.0,90.8,1.2,8.3,11.0,21.5,9.9,3.7,12.7,0.0,5.9,9.1,12.1,0.9,17.6,3.1,24.2,1.1,36.7,36.7,25.3,20.8,21.1,57.7,81.4,0.0,4.9,3.5,0.0,1.0,4.1,37.5,4.98,1.4,17.0,28.9,25.5,14.0,3.3,14.6,7.3,0.0,0.0,39.0,low,67.923795813153,59.03220424532966,53.757626928190184,96.04937477900286,81.16497278696887,96.59032810075908,100.0,144.86251808972509,123.20113889184998,031,813302,17,2468,17031813302
506,"Census Tract 7205, Cook County, Illinois",6.8,32.4,2.0,30.0,0.0,0.0,1.8,7.2,97.2,0.3,95.3,5.0,47.7,2.2,52.8,17.0,5.5,8.6,7.4,0.0,2.8,1.4,15.6,19.9,21.0,0.8,0.5,28.5,93.2,93.2,1.4,0.0,0.0,0.0,95.6,0.0,17.6,0.0,0.0,0.0,0.0,90.4,2.82,3.2,29.3,4.0,5.5,7.2,7.5,5.1,17.8,0.0,0.2,96.7,low,186.8787720569479,153.84030894840913,182.1724787127113,99.58965622117763,103.7057491040666,60.11145715038353,100.0,101.21562952243127,99.08393481632272,031,720500,17,1228,17031720500
507,"Census Tract 7206, Cook County, Illinois",8.7,24.5,1.2,0.0,0.0,0.0,2.1,7.2,96.2,0.0,97.1,6.6,34.3,5.4,53.5,17.0,5.8,8.4,13.8,0.0,5.4,0.8,15.7,15.9,27.8,0.0,3.3,21.0,91.4,91.4,1.7,1.3,0.0,,95.0,0.0,0.0,0.0,0.0,0.0,2.5,88.4,2.86,3.1,29.6,1.1,0.9,3.3,19.3,9.8,23.6,0.3,0.0,67.8,low,182.51468907931687,160.0569879778017,147.92186622850346,120.21564375384813,113.97634476467968,50.09764943851573,100.0,107.98842257597687,99.6650722639258,031,720600,17,751,17031720600
508,"Census Tract 7301, Cook County, Illinois",45.6,33.6,3.4,44.0,0.0,0.0,7.6,8.6,92.7,0.2,99.4,0.5,0.6,24.2,31.3,20.4,16.6,3.5,15.1,0.0,3.9,12.2,11.9,0.0,42.3,10.0,27.8,0.0,51.2,51.2,9.5,11.3,0.0,15.1,91.9,4.4,0.0,0.0,0.0,0.0,0.0,80.7,2.73,2.9,17.2,20.7,35.2,32.3,0.0,3.5,21.4,0.3,0.0,0.9,low,102.18912964988,87.48907124989834,108.5390847045467,75.52600409972874,92.70803162677295,77.10631938138202,100.0,113.63241678726486,113.03123355879632,031,730100,17,247,17031730100
509,"Census Tract 4610, Cook County, Illinois",8.9,79.6,5.4,0.0,,,9.4,4.4,85.7,0.0,86.9,27.2,0.0,19.8,16.7,29.9,2.1,7.9,5.9,0.0,25.5,24.1,3.1,1.4,68.7,2.6,53.1,0.0,31.2,31.2,8.3,9.6,0.0,23.8,77.2,0.0,4.5,54.8,0.0,6.8,6.3,11.5,2.47,2.5,20.2,38.6,20.5,11.4,0.0,1.0,44.1,0.0,0.0,20.8,low,78.58316288830609,64.67895853861387,80.05836640703883,,30.720896754754172,37.566084359092606,100.0,59.82633863965269,100.24620971152885,031,461000,17,221,17031461000
