Borough,2010 Census COUNTYFP,2010 Census Tract,NTA,NTA Name
Staten Island,085,007700,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,008100,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,008900,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,009700,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,012500,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,013301,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,013302,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,014100,SI22,West New Brighton-New Brighton-St. George
Staten Island,085,017700,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,018100,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,027702,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,027704,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,027705,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,027706,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,027900,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
Staten Island,085,012805,SI25,Oakwood-Oakwood Beach
Staten Island,085,012806,SI25,Oakwood-Oakwood Beach
Staten Island,085,013201,SI25,Oakwood-Oakwood Beach
Staten Island,085,013204,SI25,Oakwood-Oakwood Beach
Staten Island,085,013800,SI25,Oakwood-Oakwood Beach
Staten Island,085,020700,SI28,Port Richmond
Staten Island,085,021300,SI28,Port Richmond
Staten Island,085,024700,SI28,Port Richmond
Staten Island,085,025100,SI28,Port Richmond
Staten Island,085,020801,SI32,Rossville-Woodrow
Staten Island,085,020803,SI32,Rossville-Woodrow
Staten Island,085,020804,SI32,Rossville-Woodrow
Staten Island,085,005900,SI35,New Brighton-Silver Lake
Staten Island,085,006700,SI35,New Brighton-Silver Lake
Staten Island,085,007500,SI35,New Brighton-Silver Lake
Staten Island,085,010500,SI35,New Brighton-Silver Lake
Staten Island,085,012100,SI35,New Brighton-Silver Lake
Staten Island,085,007000,SI36,Old Town-Dongan Hills-South Beach
Staten Island,085,009601,SI36,Old Town-Dongan Hills-South Beach
Staten Island,085,009602,SI36,Old Town-Dongan Hills-South Beach
Staten Island,085,011201,SI36,Old Town-Dongan Hills-South Beach
Staten Island,085,011401,SI36,Old Town-Dongan Hills-South Beach
Staten Island,085,000600,SI37,Stapleton-Rosebank
Staten Island,085,000800,SI37,Stapleton-Rosebank
Staten Island,085,001700,SI37,Stapleton-Rosebank
Staten Island,085,002001,SI37,Stapleton-Rosebank
Staten Island,085,002100,SI37,Stapleton-Rosebank
Staten Island,085,002700,SI37,Stapleton-Rosebank
Staten Island,085,002900,SI37,Stapleton-Rosebank
Staten Island,085,003600,SI37,Stapleton-Rosebank
Staten Island,085,011202,SI45,New Dorp-Midland Beach
Staten Island,085,011402,SI45,New Dorp-Midland Beach
Staten Island,085,012200,SI45,New Dorp-Midland Beach
Staten Island,085,012804,SI45,New Dorp-Midland Beach
Staten Island,085,013400,SI45,New Dorp-Midland Beach
Staten Island,085,017007,SI48,Arden Heights
Staten Island,085,017008,SI48,Arden Heights
Staten Island,085,017009,SI48,Arden Heights
Staten Island,085,017010,SI48,Arden Heights
Staten Island,085,013203,SI54,Great Kills
Staten Island,085,014604,SI54,Great Kills
Staten Island,085,014605,SI54,Great Kills
Staten Island,085,014606,SI54,Great Kills
Staten Island,085,014607,SI54,Great Kills
Staten Island,085,014608,SI54,Great Kills
Staten Island,085,015601,SI54,Great Kills
Staten Island,085,015603,SI54,Great Kills
Staten Island,085,015400,SI99,park-cemetery-etc-Staten Island
Staten Island,085,990100,SI99,park-cemetery-etc-Staten Island
