,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crimeStats,crime,%DP03_0065E-HH-MeanEarnings,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0016E-Avg Fam Size,Countyfp,Tractce,Statefp
2664,"Census Tract 5002, Cook County, Illinois",38.6,39.7,10.6,130.0,16.3,0.0,10.4,9.5,95.4,0.0,100.0,5.7,1.5,32.0,19.6,42.1,7.3,4.4,7.2,0.0,25.7,14.3,4.3,0.0,15.4,9.2,60.3,0.0,38.5,38.5,6.8,35.0,59.1,52.6,81.5,0.0,9.7,25.3,0.0,1.5,3.5,33.0,3.21,0.6,38.2,15.7,55.2,11.5,0.0,12.8,7.8,0.0,0.0,2.6,384,high,59.11475597519797,65.26704566916874,97.25278186059691,68.00666260955569,80.50292148945272,82.9827773286703,60.96978352568648,100.0,97.049953749712,031,500200,17
2665,"Census Tract 5103, Cook County, Illinois",44.1,37.9,6.8,129.0,0.0,35.2,7.7,6.3,86.5,0.0,98.3,1.4,0.1,30.3,30.5,29.0,8.2,2.1,8.8,0.0,16.6,20.7,8.5,0.8,37.3,7.1,37.5,1.2,40.0,40.0,4.3,21.2,0.0,23.2,88.0,0.0,0.0,5.8,0.0,0.5,0.4,54.4,2.57,2.2,20.2,56.8,25.8,3.9,0.0,5.5,21.6,0.0,0.0,0.6,671,high,59.05921288163085,68.65473925378218,58.93096761457356,82.88040863895489,55.41310083404011,103.06951751447112,146.65936666009802,100.0,96.46881630210893,031,510300,17
2666,"Census Tract 5203, Cook County, Illinois",20.0,21.9,4.0,79.0,4.2,4.2,12.9,4.9,92.3,0.5,66.9,79.4,1.4,21.2,19.9,21.2,9.0,3.3,10.1,0.0,7.5,13.3,15.3,0.6,22.9,2.5,27.5,0.0,46.5,46.5,14.5,28.7,43.9,79.4,86.6,2.0,5.0,0.0,0.0,0.6,0.0,69.5,3.4,3.2,24.7,18.9,40.6,21.5,4.6,7.5,11.7,0.0,0.5,84.4,212,low,59.70882558465501,73.2103240184415,62.166790293925665,61.00686992516439,68.18889908188824,78.52915620150179,167.57391933831335,100.0,114.77464590160551,031,520300,17
2667,"Census Tract 4206, Cook County, Illinois",36.4,49.6,6.1,74.0,30.0,0.0,7.2,3.9,77.3,0.0,98.2,4.7,0.4,27.4,16.2,41.5,9.5,6.4,18.9,0.0,29.0,13.9,4.0,0.0,30.0,7.3,44.5,0.0,26.4,26.4,8.6,44.7,45.7,61.1,78.5,5.6,13.7,13.2,0.0,0.2,5.1,16.9,2.08,9.9,21.7,13.3,11.4,20.3,5.1,7.3,19.9,2.2,0.0,6.8,338,high,45.547751642150786,65.74445153260551,84.49321688048661,61.22595237360675,99.84619835466857,81.25586301405394,59.99701363367647,100.0,93.27256034029207,031,420600,17
2668,"Census Tract 4408, Cook County, Illinois",27.7,51.9,7.6,149.0,0.0,30.0,17.1,4.1,85.7,0.0,99.2,1.9,1.7,22.7,19.5,40.0,9.2,2.9,8.2,0.0,21.4,16.9,8.1,0.0,38.3,6.7,48.7,0.0,36.1,36.1,7.7,42.8,100.0,85.6,80.2,0.0,9.3,5.0,0.0,3.8,0.0,27.9,2.86,7.0,17.3,24.9,22.3,16.8,0.0,10.5,16.7,0.0,0.0,1.3,251,high,41.75150194269365,57.957611262877016,65.8844243455799,78.38379561300411,56.798428354891115,79.71072915360772,48.438218446263356,100.0,102.57075950194113,031,440800,17
2669,"Census Tract 612, Cook County, Illinois",4.5,66.6,29.9,0.0,,,0.4,1.2,74.3,0.2,93.0,6.0,25.3,1.0,64.0,5.4,5.4,14.6,37.0,0.5,2.4,4.4,10.9,25.1,6.8,0.4,2.2,46.7,91.2,91.2,5.7,4.2,0.0,0.0,84.6,10.2,8.4,8.9,1.7,1.6,3.4,37.3,2.55,9.1,12.3,0.0,1.7,8.9,19.2,6.3,4.8,0.0,1.0,91.3,53,low,203.79364759054573,147.4294039291166,140.673922692853,126.0808645120064,178.0915490694011,161.87549443851236,56.10593406563641,100.0,95.01597268310128,031,061200,17
2670,"Census Tract 2211, Cook County, Illinois",13.4,53.7,17.4,0.0,0.0,0.0,5.3,4.3,82.4,1.0,66.3,48.0,6.6,6.1,41.1,21.8,6.1,5.0,17.4,0.0,10.8,12.7,12.5,3.4,14.3,3.0,10.6,5.0,57.3,57.3,18.1,16.6,0.0,50.0,92.7,3.4,3.5,9.5,0.1,1.2,2.3,30.9,2.79,12.3,14.7,0.0,8.4,12.9,2.0,4.6,13.4,1.1,0.8,77.4,143,low,89.26137373803077,80.40647567747705,76.25742949323644,91.78253109843487,109.49218257392741,104.70554160200238,148.976847873416,100.0,100.5367784353304,031,221100,17
2671,"Census Tract 615, Cook County, Illinois",3.2,62.1,28.9,0.0,0.0,0.0,0.9,4.0,74.2,1.0,93.5,9.6,22.6,2.7,65.8,8.2,4.9,11.9,38.3,0.0,2.8,2.1,7.5,22.4,6.6,0.0,0.6,33.0,94.6,94.6,2.5,1.6,0.0,0.0,91.1,1.8,0.0,4.4,0.0,3.6,1.6,34.5,2.42,8.8,18.1,1.8,5.0,1.8,36.2,5.4,4.6,1.2,1.1,93.8,38,low,194.18227748632222,170.74946661428203,137.60120347416353,148.04333768506558,125.5004117037612,161.1483726218318,54.017339885732554,100.0,79.90639904542157,031,061500,17
2672,"Census Tract 629, Cook County, Illinois",3.3,64.1,23.8,0.0,,,0.3,2.2,68.7,0.0,91.9,6.6,18.3,2.2,62.6,7.8,5.5,21.9,32.1,0.0,1.3,3.9,7.5,23.9,3.8,0.0,0.8,47.4,95.4,95.4,2.8,2.3,0.0,24.2,91.2,0.0,4.3,11.9,2.0,5.8,5.5,41.2,2.18,6.8,18.1,0.0,0.0,2.7,50.9,4.0,3.3,0.9,0.9,90.5,122,low,192.35297777427465,174.19380157252357,160.89125280532872,159.0343353707832,165.11051711476026,140.87985198186087,109.23633669688924,100.0,77.29128053120778,031,062900,17
2673,"Census Tract 2107, Cook County, Illinois",9.6,42.4,10.3,0.0,38.6,9.6,10.3,9.6,79.5,2.3,80.1,42.5,9.2,6.2,45.2,20.8,10.1,6.2,20.0,0.0,4.2,11.4,12.2,4.8,23.9,5.1,20.8,7.5,50.9,50.9,11.7,16.0,17.8,10.6,88.5,0.0,4.8,2.5,0.0,1.2,1.6,38.6,3.13,7.3,19.8,0.8,11.1,2.9,26.8,9.4,12.0,0.9,2.3,87.4,132,low,97.05431125720901,95.41913689718913,79.46138138142459,87.3683451322941,117.137138151957,107.79580932289483,125.65898134435243,100.0,108.09156525417025,031,210700,17
