,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,STATEFP,TRACTCE,index,GEOID
133,"Census Tract 181.37, Dallas County, Texas",8.3,28.2,5.7,2.0,0.0,34.7,5.0,9.9,83.2,0.0,70.0,36.0,3.5,2.3,36.3,21.1,17.9,8.3,13.3,0.0,1.8,9.6,8.7,4.2,17.7,3.4,8.6,5.2,69.2,69.2,15.4,6.5,14.3,0.0,90.8,0.0,9.1,6.9,0.0,1.6,1.4,60.5,3.1,8.3,31.7,1.3,22.2,26.2,0.0,9.8,11.5,2.1,0.6,48.2,low,82.45522396399456,74.34147904501555,113.7086010280958,99.16880740401872,93.119260497686,79.87091217186189,100.0,101.18764845605699,96.49747267578805,113,48,018137,5145,48113018137
134,"Census Tract 181.39, Dallas County, Texas",17.6,13.0,2.4,17.0,0.0,19.2,4.2,11.1,90.1,0.9,83.3,25.1,5.3,8.0,39.3,11.6,10.0,11.0,10.4,0.0,2.3,3.6,11.9,2.5,23.0,0.5,4.7,2.9,77.5,77.5,11.8,5.6,16.0,0.0,100.0,0.0,0.0,2.5,8.5,0.0,2.2,84.4,3.04,3.8,32.2,4.8,19.7,26.9,0.0,7.4,13.4,0.0,0.9,68.6,low,87.69023019228743,87.00788350481666,110.8252699604748,94.29735721575113,144.31319812943713,183.35172351672847,100.0,109.38242280285036,95.33834387487768,113,48,018139,1576,48113018139
135,"Census Tract 181.41, Dallas County, Texas",14.3,51.1,8.9,0.0,0.0,0.0,8.8,4.0,66.4,0.8,87.7,21.1,8.8,9.1,29.4,29.2,12.5,10.6,8.8,0.0,7.2,17.5,3.4,1.5,18.3,2.8,14.4,3.1,44.0,44.0,27.5,21.2,43.2,45.7,83.8,8.9,12.7,14.6,0.0,11.6,6.3,12.9,1.73,16.4,16.6,62.4,19.9,13.3,0.0,10.2,11.1,1.6,0.8,65.0,low,80.27181810866018,66.35767408709884,78.25784742466203,56.42763134743287,81.68508153424922,82.542180137476,100.0,81.59144893111639,93.30986847328451,113,48,018141,4203,48113018141
136,"Census Tract 190.38, Dallas County, Texas",9.8,70.3,13.3,0.0,0.0,0.0,4.4,5.4,45.2,3.2,79.0,22.9,11.4,4.3,71.1,3.7,16.1,13.8,22.1,0.0,3.6,1.1,14.0,3.2,3.6,0.0,0.0,8.6,89.3,89.3,7.9,1.4,0.0,4.8,79.6,0.0,19.0,97.1,33.0,24.7,3.5,1.1,1.6,29.6,0.6,100.0,0.0,0.0,0.0,3.0,3.8,0.0,3.1,54.7,low,152.65495210331343,134.0985550731283,153.1335498379109,,123.0906689927552,30.493551238241075,100.0,55.93824228028503,64.62143065075294,113,48,019038,460,48113019038
137,"Census Tract 181.42, Dallas County, Texas",9.2,30.9,4.0,4.0,14.0,0.0,7.4,13.2,86.5,0.3,80.7,30.1,12.7,3.9,46.1,13.6,11.3,10.5,16.6,0.0,5.2,4.7,24.1,2.8,21.9,2.3,8.9,1.7,70.9,70.9,12.7,5.9,0.0,25.2,96.4,0.0,0.0,0.0,14.9,0.0,0.0,72.3,2.77,11.4,21.0,7.5,43.5,24.9,0.0,8.7,14.3,5.5,0.0,65.2,low,102.94823205707978,81.75242243011172,113.03730001962784,83.7425484745047,121.79133047418283,71.54888504821794,100.0,106.53206650831356,107.50919628443651,113,48,018142,5241,48113018142
138,"Census Tract 185.05, Dallas County, Texas",25.7,46.6,6.6,69.0,0.0,81.1,10.8,6.7,71.3,2.1,67.7,47.4,3.4,5.9,17.0,29.1,14.7,6.9,17.7,0.4,9.1,17.5,5.3,0.0,15.4,2.1,23.0,0.0,35.6,35.6,28.2,25.1,6.0,45.2,91.2,0.0,6.8,24.0,0.4,11.1,3.6,8.8,1.78,14.1,8.8,65.2,0.0,0.0,0.0,11.4,5.3,0.4,0.2,47.3,high,62.76322866990781,53.77828657506794,55.787910891221216,,78.22017881805625,92.61080554632916,100.0,88.00475059382424,99.68507687829155,113,48,018505,4207,48113018505
139,"Census Tract 185.06, Dallas County, Texas",22.3,46.3,12.2,45.0,0.0,0.0,15.7,3.2,49.5,6.5,59.2,43.5,0.8,6.6,14.5,29.5,16.0,7.5,10.1,0.0,7.4,27.3,2.4,0.0,2.1,1.1,21.2,0.0,29.3,29.3,42.4,23.4,9.5,25.0,84.3,0.0,12.7,51.7,0.0,22.0,4.9,1.2,2.11,13.4,6.2,52.6,0.0,0.0,0.0,10.6,2.3,0.0,0.4,31.8,high,55.4920995848061,43.1658446532595,58.89733986794424,,70.94388311405102,79.89146038698199,100.0,86.22327790973871,89.54269987032582,113,48,018506,5146,48113018506
140,"Census Tract 190.39, Dallas County, Texas",6.8,23.6,1.7,0.0,0.0,0.0,4.6,7.1,88.7,0.8,76.4,28.1,14.8,4.7,43.1,10.8,8.6,5.7,15.2,0.0,2.0,12.7,11.8,5.9,33.9,0.6,4.9,6.8,72.3,72.3,9.1,4.3,19.9,69.8,95.7,0.0,6.9,12.5,0.0,0.0,0.8,73.0,2.84,3.5,24.8,1.1,16.4,29.7,0.9,8.7,18.5,0.3,0.6,80.3,low,104.10840865950001,98.24938544488056,134.97112810880608,92.26758630397299,131.57968064742798,136.31685910680005,100.0,99.0498812351544,94.7587794744225,113,48,019039,3164,48113019039
141,"Census Tract 190.40, Dallas County, Texas",18.0,36.0,2.2,0.0,0.0,0.0,0.9,9.8,71.3,2.2,65.8,49.9,1.7,3.8,46.6,14.4,14.4,4.0,19.3,0.0,10.2,8.7,11.1,4.4,17.5,2.5,5.5,6.9,70.6,70.6,15.2,13.4,14.9,27.9,91.8,0.0,7.5,35.2,3.1,7.4,2.7,19.8,3.56,16.2,16.0,0.0,2.8,30.9,3.2,10.4,9.9,1.2,0.0,33.6,low,103.56320317373013,100.41574487374308,84.13639306131532,113.89914487806593,108.01834217731579,146.36493630053312,100.0,93.34916864608076,99.68507687829155,113,48,019040,1496,48113019040
142,"Census Tract 190.41, Dallas County, Texas",10.3,23.9,7.0,0.0,0.0,0.0,5.0,8.5,81.4,0.0,84.2,23.0,8.7,1.0,52.6,17.8,9.2,8.5,23.8,0.3,0.6,2.4,20.3,8.3,35.8,0.7,3.2,6.3,77.8,77.8,8.1,0.9,0.0,0.0,100.0,0.0,0.0,1.5,1.9,0.0,0.0,78.8,2.61,4.1,28.8,2.2,3.7,20.1,0.0,5.5,26.1,0.0,0.0,66.2,low,126.06132717656618,123.81786526469375,137.67031758035424,104.44621177464191,140.2419374379104,68.22007419876034,100.0,95.48693586698336,85.77553126736713,113,48,019041,1400,48113019041
143,"Census Tract 190.42, Dallas County, Texas",9.0,33.7,5.2,0.0,0.0,0.0,6.6,9.3,82.0,1.4,66.0,31.2,6.5,5.8,45.4,14.4,5.2,9.3,18.4,0.0,3.2,3.3,14.8,14.4,17.7,0.0,3.6,15.5,76.1,76.1,14.1,1.7,0.0,14.7,98.1,0.0,0.0,14.5,3.5,3.9,0.0,59.0,3.23,8.0,33.8,0.0,27.7,15.2,13.6,5.1,15.6,0.0,3.2,57.8,low,121.87022149922608,121.74939990207274,119.73865557291023,106.24400886793116,106.63238109083858,103.11094347270463,100.0,98.3372921615202,99.68507687829155,113,48,019042,2263,48113019042
144,"Census Tract 190.43, Dallas County, Texas",7.1,20.9,3.3,7.0,15.6,2.3,3.0,7.3,89.9,1.5,80.9,24.1,12.1,4.6,59.5,11.6,11.8,9.1,17.5,0.5,1.7,1.6,12.9,19.0,38.2,1.1,0.6,21.6,75.3,75.3,9.8,3.5,11.1,10.7,97.6,2.6,0.0,0.7,0.5,0.6,0.4,93.5,2.89,3.1,29.6,0.5,6.6,11.3,4.4,4.9,26.0,0.5,0.4,74.5,low,132.6864781979595,152.24340153629552,135.1785787676729,126.13576380335715,116.42073126408371,166.25560853679818,100.0,101.18764845605699,92.73030407282934,113,48,019043,5147,48113019043
145,"Census Tract 192.12, Dallas County, Texas",33.0,22.1,12.4,49.0,0.0,0.0,25.1,3.2,75.2,2.2,48.3,90.3,0.0,12.7,3.3,45.1,5.1,3.9,12.7,0.0,2.9,24.0,1.7,0.0,2.9,0.0,27.9,0.0,15.8,15.8,54.4,40.3,0.0,73.2,87.4,,8.0,38.1,0.0,3.2,3.8,0.0,,3.9,14.1,,,,,9.3,0.8,1.7,0.0,18.1,low,54.37326557846315,48.25452324473821,47.079645031373204,,73.97567299071987,89.46692863295256,100.0,137.88598574821853,117.94135549262981,113,48,019212,2350,48113019212
146,"Census Tract 192.13, Dallas County, Texas",15.0,48.8,7.9,99.0,,,11.3,6.1,77.1,3.3,54.0,69.8,2.6,6.2,7.2,43.3,12.4,2.7,6.8,0.0,13.7,21.8,3.7,0.0,26.4,1.0,28.8,0.0,17.0,17.0,41.1,47.3,0.0,61.0,89.0,0.0,9.8,60.6,0.0,3.8,0.0,3.9,1.64,10.0,13.5,23.6,0.0,10.9,0.0,7.0,17.7,0.6,0.0,21.5,high,47.616335032073316,36.82448458450549,57.62466503939044,46.85871133476439,78.48004652177073,72.28862079254183,100.0,89.78622327790974,103.74202768147781,113,48,019213,2351,48113019213
147,"Census Tract 201, Dallas County, Texas",15.4,34.1,9.2,0.0,27.3,0.0,15.4,2.3,83.2,0.3,70.3,64.8,4.0,8.9,14.8,18.7,12.2,4.7,10.7,0.0,3.3,11.2,9.2,0.6,16.9,5.1,10.2,0.0,43.4,43.4,30.6,17.2,19.0,38.2,89.0,0.0,13.1,3.5,0.0,3.3,4.2,55.7,3.37,8.1,22.8,16.8,36.1,18.6,4.3,10.4,10.7,0.0,0.0,78.0,low,61.43251385866851,58.78719963109062,75.75445408058367,74.11563500721398,64.18732281747475,46.27458045048443,100.0,113.65795724465558,112.43549368830557,113,48,020100,4775,48113020100
148,"Census Tract 202, Dallas County, Texas",33.1,32.5,6.6,30.0,10.7,21.3,16.5,3.5,96.9,0.2,94.9,10.8,1.0,8.0,9.3,31.4,11.8,5.1,5.3,0.0,16.8,19.5,4.2,0.9,43.9,0.3,18.9,1.4,27.2,27.2,27.6,29.3,0.0,71.1,94.6,0.0,5.5,0.6,0.0,1.0,1.0,67.7,2.55,8.9,16.2,64.8,7.9,5.7,0.9,3.8,28.0,0.0,0.0,12.7,high,57.20523340976076,57.95328721495945,69.75003950484263,54.39786043565471,79.34627220081897,84.37097128316566,100.0,92.28028503562945,89.83248207055344,113,48,020200,2156,48113020200
149,"Census Tract 79.12, Dallas County, Texas",1.5,78.9,22.3,59.0,,,0.7,4.7,67.6,0.6,84.0,17.9,10.9,1.1,58.3,15.5,8.7,8.7,21.0,0.0,4.3,6.5,15.0,3.3,8.9,0.6,2.2,11.3,91.4,91.4,3.7,0.0,,,92.2,0.0,7.9,26.7,0.7,14.3,7.6,1.0,,8.7,11.0,0.0,100.0,0.0,0.0,0.0,6.4,0.0,0.0,72.2,low,122.96063247076587,103.70788606438265,115.13045385853135,,108.97119042426884,36.390888977712216,100.0,62.70783847980997,79.40032286236013,113,48,007912,4094,48113007912
150,"Census Tract 79.13, Dallas County, Texas",5.2,68.9,13.0,0.0,,,0.4,2.6,55.3,0.9,89.7,19.7,10.2,2.1,59.5,15.2,9.8,11.3,24.0,0.0,2.1,11.8,18.7,4.9,24.9,0.5,6.7,7.0,78.6,78.6,7.2,6.4,0.0,55.9,92.2,0.0,9.8,35.3,17.4,8.7,3.7,35.3,1.52,9.9,22.6,23.2,29.4,24.1,1.9,4.4,19.2,0.4,0.3,81.3,low,125.83135898588594,113.7565306787633,136.82419860093108,85.71432593166062,126.03583630151924,57.24732732462239,100.0,60.21377672209025,72.7353322571255,113,48,007913,1174,48113007913
151,"Census Tract 79.14, Dallas County, Texas",2.7,72.3,25.0,0.0,,,8.5,3.1,54.2,6.1,77.2,25.0,8.0,5.7,58.3,10.5,9.4,15.5,19.8,0.0,14.2,5.4,16.9,7.8,7.7,0.0,2.2,23.1,85.4,85.4,11.9,0.0,0.0,,80.6,0.0,11.7,63.2,17.3,17.6,4.4,24.4,1.76,15.3,8.7,0.0,43.7,25.8,3.8,5.2,6.7,0.0,0.0,74.2,high,130.77438312938264,112.99513238577394,130.23006473650122,84.49646338459371,127.85491022752052,61.27477748816365,100.0,65.20190023752971,68.38859925371163,113,48,007914,2025,48113007914
152,"Census Tract 108.04, Dallas County, Texas",25.8,37.2,6.9,95.0,0.0,26.3,19.9,4.9,83.1,0.5,71.8,54.7,0.0,9.4,5.4,17.6,21.0,3.8,10.3,0.0,13.1,16.0,5.2,0.0,25.2,2.8,33.2,0.0,26.5,26.5,32.5,35.1,30.6,59.7,89.8,0.0,7.9,26.4,0.0,0.0,1.5,19.7,3.76,11.3,22.1,36.2,32.9,8.2,0.0,13.3,13.1,1.7,0.0,57.6,high,56.605765766639365,54.688338820498046,48.53646145599979,90.64376957455043,72.24322163262339,111.45351881146871,100.0,111.87648456057006,117.36179109217458,113,48,010804,5225,48113010804
153,"Census Tract 108.05, Dallas County, Texas",28.8,25.3,3.0,0.0,0.0,28.5,14.0,3.9,91.9,0.0,73.1,61.2,0.4,10.1,14.9,13.3,11.5,4.5,10.7,0.0,11.3,11.4,10.3,0.5,22.5,1.0,19.5,0.6,37.6,37.6,26.9,14.4,0.0,18.8,95.5,3.4,3.4,14.9,0.0,0.0,6.3,41.9,4.11,5.0,31.9,11.9,44.9,16.8,0.0,7.7,10.0,0.6,0.0,58.7,high,75.5871851906469,65.89358369899105,68.47037195745061,68.78023718196853,78.65329165758038,125.94001047114523,100.0,120.07125890736343,116.78222669171943,113,48,010805,4888,48113010805
154,"Census Tract 109.03, Dallas County, Texas",30.4,43.3,3.8,92.0,0.0,11.1,12.0,7.2,84.6,0.9,77.3,37.3,0.0,10.7,16.3,12.6,20.7,2.4,6.0,0.0,11.5,23.4,8.2,0.0,9.8,2.6,22.4,0.0,38.0,38.0,30.8,26.3,0.0,47.0,86.4,0.0,8.4,11.5,0.0,1.4,6.9,21.7,3.42,7.6,18.6,44.1,33.0,16.7,3.1,6.6,7.9,3.3,0.0,36.1,high,65.21019357523521,50.23053310035336,66.44481440064979,71.79589682232466,74.58203096605364,78.76130855537603,100.0,91.21140142517817,103.74202768147781,113,48,010903,1924,48113010903
155,"Census Tract 109.04, Dallas County, Texas",34.3,47.2,6.5,30.0,0.0,41.2,14.2,7.7,86.1,0.0,88.9,25.3,0.2,6.6,17.8,21.6,12.8,8.5,10.2,0.0,19.5,18.3,4.0,0.0,5.5,0.0,25.9,0.0,36.6,36.6,20.4,39.7,0.0,54.5,92.2,0.0,8.1,8.8,0.0,3.5,2.8,4.0,3.0,7.7,12.3,25.0,29.4,29.4,16.2,7.7,4.0,0.0,0.0,24.2,high,64.87170106985202,58.81983098650445,82.24602806871984,65.24263645001231,73.54256015119573,80.1791353986635,100.0,80.87885985748218,90.41204647100858,113,48,010904,3708,48113010904
156,"Census Tract 126.03, Dallas County, Texas",5.9,31.6,6.2,22.0,22.5,0.0,11.5,9.5,93.6,0.8,77.2,47.1,5.7,4.5,36.5,11.6,12.0,7.9,9.3,0.0,1.7,13.0,15.9,5.9,23.7,0.9,5.4,5.5,63.2,63.2,21.3,5.7,8.9,100.0,94.3,0.0,0.0,0.0,0.0,0.0,0.0,83.7,3.12,0.0,34.9,32.5,37.0,6.7,3.2,6.9,14.9,0.0,0.0,78.3,low,95.28176439698849,85.78602052987662,96.56711624936923,65.35862335925678,111.56986746141358,42.88412495566652,100.0,112.23277909738718,111.85592928785036,113,48,012603,219,48113012603
157,"Census Tract 126.04, Dallas County, Texas",14.1,50.9,10.7,32.0,10.1,12.3,8.6,4.5,71.6,0.0,75.7,40.4,1.6,5.6,20.6,27.1,14.6,6.2,7.6,0.0,4.2,16.4,4.7,0.8,20.2,2.3,14.9,1.6,44.8,44.8,29.0,17.8,8.8,37.8,93.7,0.0,6.3,43.6,1.1,8.9,3.1,15.8,2.91,10.2,11.2,8.3,18.5,20.8,0.0,13.0,8.9,0.0,2.1,61.8,high,73.11696507502599,67.32936333719951,64.43324228152537,83.10462047366012,69.21143175595454,139.27580208409566,100.0,88.00475059382424,100.26464127874672,113,48,012604,3275,48113012604
158,"Census Tract 130.10, Dallas County, Texas",17.4,40.5,6.6,82.0,0.0,0.0,14.9,9.3,62.5,2.9,60.1,60.3,3.3,4.1,19.0,20.8,14.7,4.0,10.5,0.0,8.5,12.9,9.0,2.0,8.6,1.8,16.9,1.5,36.5,36.5,31.7,16.1,18.5,36.6,91.6,0.0,6.4,32.3,0.0,10.6,2.7,8.9,1.93,15.5,10.8,0.0,24.0,21.2,0.0,13.2,6.3,0.4,0.0,60.0,high,61.93637674836106,49.378492153436724,59.43811012476564,88.78797902663898,78.99978192919967,104.2205470891905,100.0,89.78622327790974,94.7587794744225,113,48,013010,2281,48113013010
159,"Census Tract 130.11, Dallas County, Texas",22.3,44.9,5.9,16.0,0.0,32.8,12.2,4.3,73.4,0.4,61.0,61.3,0.8,6.0,13.7,25.7,19.0,3.6,16.1,0.0,9.9,16.3,8.8,0.0,6.8,2.0,25.0,0.0,31.9,31.9,35.1,28.9,27.2,55.3,84.0,0.0,13.2,37.9,0.0,9.2,4.8,4.7,2.99,12.9,11.6,0.0,23.3,63.3,0.0,12.9,3.7,2.4,0.0,57.3,high,67.95689230212332,57.79375614404739,65.79915336125525,56.3116444381884,69.21143175595454,102.55614166446173,100.0,93.70546318289786,106.35006748352613,113,48,013011,3259,48113013011
160,"Census Tract 131.04, Dallas County, Texas",3.9,70.6,11.2,0.0,,,1.7,3.3,67.1,0.0,91.7,12.8,7.7,0.0,67.7,9.0,14.6,14.2,19.3,0.0,1.0,8.1,9.0,12.7,27.6,0.0,9.4,28.5,80.6,80.6,5.9,3.4,18.8,100.0,93.3,5.1,4.3,29.4,0.0,2.9,1.1,45.7,1.77,10.2,16.6,7.2,22.7,20.9,28.8,6.9,31.8,0.0,0.0,85.4,low,147.84112357255847,90.30727610777042,166.80664607288642,94.99327867121792,95.89118267064042,20.589311550348754,100.0,58.788598574821854,74.76380765871865,113,48,013104,3260,48113013104
161,"Census Tract 131.05, Dallas County, Texas",11.8,64.2,13.1,66.0,0.0,45.5,6.5,5.6,63.8,0.0,71.6,35.5,6.7,2.3,38.2,20.9,19.7,11.4,17.0,0.0,7.3,11.2,9.4,1.7,11.9,0.8,6.7,2.6,62.1,62.1,18.9,16.0,0.0,44.0,95.9,0.0,1.1,40.0,0.0,31.5,8.5,16.2,1.86,12.2,10.1,34.3,10.8,21.4,16.1,6.5,9.2,2.1,0.3,62.6,high,75.31587440388938,62.48541991132453,87.87982854603584,76.89932082908119,81.25196869472511,146.18000236445215,100.0,64.84560570071261,76.21271865985659,113,48,013105,220,48113013105
162,"Census Tract 136.20, Dallas County, Texas",6.3,68.5,9.5,0.0,,,1.1,6.5,73.1,0.9,73.7,28.7,9.6,1.2,51.9,7.8,6.6,15.3,24.5,0.0,5.4,7.2,10.5,6.8,26.3,0.0,2.5,6.0,78.4,78.4,7.0,1.2,8.0,9.0,90.2,2.8,9.7,46.4,8.7,4.7,3.3,16.8,1.49,17.0,13.7,20.0,11.9,5.7,13.6,5.5,26.9,0.6,0.4,61.3,high,131.0121030568273,112.83378846178341,117.86693783054994,124.16398634620121,113.30231881951003,99.96706655932805,100.0,54.869358669833744,64.91121285098053,113,48,013620,4308,48113013620
163,"Census Tract 136.21, Dallas County, Texas",7.4,62.4,3.5,0.0,0.0,0.0,5.9,5.0,81.7,3.2,67.1,41.6,4.8,5.0,42.6,18.4,17.7,16.2,16.0,0.0,5.5,12.3,22.0,1.7,21.4,0.0,8.7,4.6,54.2,54.2,39.1,4.2,0.0,0.0,86.6,14.1,8.4,11.7,0.0,4.3,0.6,10.4,1.44,10.5,19.4,31.1,22.8,0.0,7.3,6.5,15.4,1.4,0.0,39.9,low,82.87123383702276,98.69534730220288,96.24312027653228,126.599711440335,93.2925056334957,82.50108370723578,100.0,68.05225653206651,94.46899727419488,113,48,013621,3548,48113013621
164,"Census Tract 136.22, Dallas County, Texas",4.9,69.6,10.9,63.0,,,4.0,6.6,71.6,1.7,70.7,30.1,9.4,3.6,38.3,21.7,11.1,12.1,19.4,0.0,2.3,10.2,9.0,8.7,19.3,0.4,0.9,21.1,62.9,62.9,24.7,12.3,38.3,80.4,85.7,6.0,10.5,51.3,0.0,6.6,3.6,23.4,1.89,10.9,13.2,2.5,16.6,9.9,19.1,6.2,20.0,0.0,0.4,57.2,low,100.81392053458721,78.98782148532902,111.359047498458,151.47890347327302,98.05674686826099,54.45277006828763,100.0,58.788598574821854,74.18424325826348,113,48,013622,3606,48113013622
165,"Census Tract 136.23, Dallas County, Texas",20.0,57.3,7.9,67.0,0.0,0.0,11.9,6.4,64.0,0.5,68.7,54.1,3.1,3.7,30.6,21.2,18.9,12.4,13.5,0.0,2.3,12.4,7.6,0.5,10.4,1.4,12.1,0.0,50.1,50.1,29.3,17.4,17.7,29.2,87.7,0.0,9.8,25.0,0.0,5.1,1.4,12.1,1.11,8.8,12.3,25.6,54.0,20.4,0.0,13.3,6.7,0.8,0.3,28.7,high,76.66984442542217,64.04991211810975,75.73580683034844,61.06710771721152,87.22892588015797,142.93338437547501,100.0,74.82185273159145,92.44052187260176,113,48,013623,2286,48113013623
166,"Census Tract 136.24, Dallas County, Texas",13.6,57.0,9.2,0.0,,,0.5,5.4,69.2,3.0,64.8,41.9,4.5,3.6,61.3,13.5,5.5,6.6,28.0,0.0,2.3,7.0,18.6,5.6,2.9,0.0,3.3,5.2,74.6,74.6,15.5,0.9,0.0,0.0,91.5,0.0,7.1,54.0,2.8,8.0,0.9,12.2,2.08,11.0,13.0,20.2,28.9,50.9,0.0,8.7,5.4,0.3,0.5,35.7,low,126.2137779996013,134.52638839966517,125.74307014865127,89.01995284512793,102.56112039931186,89.5080250631928,100.0,68.05225653206651,78.82075846190493,113,48,013624,446,48113013624
167,"Census Tract 136.25, Dallas County, Texas",19.2,43.7,12.6,25.0,0.0,0.0,8.0,5.9,69.4,0.0,56.9,60.3,3.6,7.2,31.1,27.8,14.2,6.4,16.8,0.0,3.3,10.9,7.5,1.6,1.2,0.7,10.2,0.0,49.8,49.8,31.3,23.7,18.8,49.5,84.3,,14.6,17.9,0.0,2.2,1.7,0.0,,12.5,9.5,,,,,9.2,1.4,2.4,0.5,31.2,low,81.59478118313498,66.57159075036728,87.75862141950694,,95.19820212740179,68.40500813484132,100.0,90.14251781472684,91.28139307169135,113,48,013625,5113,48113013625
168,"Census Tract 136.26, Dallas County, Texas",10.8,56.0,10.4,0.0,0.0,47.4,5.7,5.4,61.1,1.5,68.7,50.8,2.5,3.3,49.3,23.3,4.5,9.3,19.7,0.0,1.3,7.8,20.2,2.6,3.4,0.0,2.6,0.0,56.3,56.3,30.8,8.4,6.8,2.7,85.5,0.0,8.6,70.9,0.0,7.9,6.0,3.0,2.43,14.0,9.3,0.0,0.0,0.0,0.0,8.4,1.6,0.0,0.0,28.2,high,96.70550004940179,75.41650092059335,108.06081511310335,,109.2310581279833,65.50770980290602,100.0,76.24703087885987,89.25291767009823,113,48,013626,1112,48113013626
169,"Census Tract 137.26, Dallas County, Texas",11.1,54.0,13.9,0.0,0.0,0.0,5.2,5.3,67.6,1.0,66.2,41.4,7.4,5.0,57.0,10.3,4.8,16.4,20.3,0.0,4.9,6.6,13.4,7.5,20.7,0.6,0.3,6.8,66.7,66.7,19.4,17.4,0.0,46.2,94.1,1.8,4.4,4.5,0.0,2.1,0.4,46.5,1.8,10.0,16.3,0.8,10.0,3.5,2.9,8.0,16.3,0.0,2.4,63.9,low,115.37943391508414,102.57666574336994,134.2042599428826,123.23609107224549,104.29357175740836,59.50763098783433,100.0,73.04038004750595,77.08206526053941,113,48,013726,1151,48113013726
170,"Census Tract 137.27, Dallas County, Texas",2.7,55.5,8.3,58.0,0.0,0.0,0.8,6.4,72.3,2.2,78.2,23.6,10.1,5.8,55.1,14.1,6.4,12.2,20.2,0.0,6.2,6.4,11.8,5.9,16.2,0.5,4.1,10.7,69.7,69.7,13.3,7.2,0.0,29.6,84.4,1.6,18.5,21.7,0.0,2.7,1.5,33.0,1.89,8.2,20.6,1.5,6.2,9.7,0.0,4.4,18.2,1.1,0.2,62.6,low,141.53637767076452,117.9859169110112,142.14332673052778,109.49164232677622,107.15211649826756,66.22689733210983,100.0,69.12114014251783,79.40032286236013,113,48,013727,4983,48113013727
171,"Census Tract 138.06, Dallas County, Texas",7.2,62.8,11.7,0.0,,,1.1,7.4,61.6,2.9,76.7,24.2,7.7,2.8,70.2,7.6,9.5,14.0,26.0,0.3,1.5,3.4,18.3,4.6,4.5,0.0,0.6,9.3,88.3,88.3,9.0,2.4,9.2,0.0,87.1,13.8,9.5,75.9,0.9,9.6,1.2,6.2,1.94,15.3,7.5,0.0,0.0,0.0,0.0,3.4,6.6,0.9,0.4,55.1,low,146.72228956621552,118.96848327958315,139.49774810340588,120.33641834113381,120.66523709142011,82.13121583507382,100.0,61.28266033254158,68.96816365416682,113,48,013806,2290,48113013806
