,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,ALAND,Popo_Density_Per_Hector
27,"Census Tract 4001, Baltimore County, Maryland",4562,2251,892,4.2,60.4,1.95,3.18,4.3,0,21.8,0.0,4.2,4.5,87.8,0.8,89.7,12.3,13.9,4.5,52.0,14.5,5.9,12.6,4.2,0.0,3.2,17.6,13.6,4.6,88258,70.9,0.0,4.0,11.5,41108,57845,40341,72.7,72.7,2.4,8.4,0.0,100.0,2390,94.2,0.0,0.0,2390,24,005,400100,62.6,1.4,12.0,4.9,2251,50.9,1105,2.23,4.7,36.9,0.0,10.1,9.4,1.7,1763,2054,9.3,49.6,0.0,0.0,72.0,4562,187,12,low,1874572,0.041
28,"Census Tract 4204.02, Baltimore County, Maryland",1912,725,518,12.6,28.6,2.64,3.14,4.1,10,0.0,15.8,12.1,5.4,93.1,0.0,95.8,4.0,20.8,8.7,34.2,13.4,10.8,5.8,10.1,0.0,6.8,5.8,10.8,1.4,81187,30.2,2.5,16.4,1.9,41607,50515,45040,67.2,67.2,5.8,5.2,0.0,0.0,802,90.4,0.0,8.0,802,24,005,420402,0.0,0.0,0.7,0.0,725,82.6,126,2.53,0.4,25.4,6.5,33.4,27.7,0.0,1359,1398,4.4,18.4,1.2,0.4,88.4,1912,63,1,low,633728,0.0329
29,"Census Tract 4038.02, Baltimore County, Maryland",2846,1070,882,5.5,17.6,2.66,2.97,1.4,0,-666666666.0,-666666666.0,0.9,1.7,93.4,0.0,94.1,6.4,3.3,2.4,71.1,4.5,2.7,17.8,21.5,0.0,4.6,0.0,11.1,39.7,219107,39.4,0.0,0.9,45.2,85208,124228,67500,91.4,91.4,2.3,3.4,0.0,0.0,1157,92.5,3.2,0.0,1157,24,005,403802,0.0,2.7,0.0,0.0,1070,93.2,73,2.7,1.0,32.9,0.0,2.7,0.0,44.6,3275,2508,4.8,32.5,0.4,0.0,92.7,2846,966,1,low,9661874,0.3394
30,"Census Tract 4036.02, Baltimore County, Maryland",5767,2219,1397,15.6,37.0,2.6,3.39,3.5,0,0.0,0.0,0.7,10.1,85.1,0.0,75.7,32.2,1.9,7.1,61.7,8.4,7.6,11.7,13.6,0.0,4.2,6.4,20.6,12.8,127637,16.9,0.0,3.9,19.0,52756,82326,64034,89.0,89.0,0.7,5.6,33.3,0.0,2367,93.7,0.0,4.3,2367,24,005,403602,0.0,0.7,0.9,0.0,2219,56.2,972,2.89,2.9,31.7,0.6,0.8,7.1,23.4,1949,1477,9.1,11.0,0.4,3.5,65.1,5767,275,10,low,2754967,0.0477
31,"Census Tract 4916, Baltimore County, Maryland",3311,1140,644,19.6,43.5,2.74,3.6,9.9,90,0.0,0.0,8.0,12.3,86.7,0.2,94.0,7.8,15.0,1.6,28.9,21.6,17.3,8.3,9.0,0.0,2.2,10.9,13.5,1.9,68983,26.8,4.6,20.3,3.4,36646,51932,43773,66.8,66.8,6.5,8.1,0.0,32.0,1226,93.0,0.0,12.1,1226,24,005,491600,1.1,0.0,0.6,2.2,1140,58.4,474,2.47,4.6,26.8,4.8,33.9,48.5,0.6,1260,1405,6.8,20.8,0.0,0.3,68.1,3311,87,1,low,875053,0.0263
32,"Census Tract 4309, Baltimore County, Maryland",4852,1855,913,11.9,50.8,2.61,3.56,13.5,0,17.2,0.0,16.1,7.7,67.1,10.4,65.4,32.1,12.8,5.1,38.0,20.4,17.5,4.0,10.8,0.0,2.7,9.6,5.2,0.8,55440,19.9,6.1,22.9,1.6,26841,37145,35694,59.4,59.4,6.6,17.6,41.5,0.0,2184,84.9,8.9,15.1,2184,24,005,430900,2.6,0.0,0.0,2.2,1855,31.5,1271,2.77,6.8,16.6,0.5,3.8,13.9,0.0,1458,962,10.0,12.9,3.8,4.8,50.6,4852,145,8,low,1454314,0.0299
33,"Census Tract 4523, Baltimore County, Maryland",3054,1046,715,20.8,31.6,2.92,3.46,8.2,0,0.0,0.0,18.8,3.9,83.2,0.0,75.9,27.4,9.6,6.8,11.6,23.9,21.8,1.3,12.4,0.0,1.1,13.8,10.4,6.4,75256,35.2,7.6,26.4,9.4,30295,38652,22692,42.3,42.3,24.4,11.9,0.0,9.7,1194,87.6,2.1,0.0,1194,24,005,452300,1.4,0.0,1.4,0.0,1046,57.1,449,2.41,1.4,34.9,52.9,31.0,10.6,0.0,1093,1170,3.0,15.1,1.1,0.0,85.4,3054,231,2,low,2318131,0.0756
34,"Census Tract 4024.04, Baltimore County, Maryland",5368,2183,1408,30.5,35.5,2.46,3.01,6.5,20,0.0,59.2,7.7,3.9,86.4,0.8,85.5,17.3,2.0,3.9,26.1,25.9,17.2,7.5,9.4,0.0,9.6,10.5,17.3,3.0,58426,30.1,4.0,26.6,3.4,35985,41529,48866,57.9,57.9,5.0,12.3,0.0,26.6,2338,93.4,0.0,6.1,2338,24,005,402404,8.1,0.0,3.8,0.2,2183,42.8,1248,2.48,5.4,26.7,1.9,27.9,24.2,0.0,1390,1117,4.9,18.9,0.5,0.0,11.3,5368,169,1,low,1694697,0.0315
35,"Census Tract 4211.02, Baltimore County, Maryland",2597,979,639,17.7,34.7,2.65,3.15,9.3,0,7.2,0.0,9.0,6.9,94.6,0.9,92.1,2.9,16.4,5.7,34.0,16.5,12.1,5.3,7.2,0.0,5.1,9.0,16.9,1.3,71507,41.0,0.9,12.3,1.1,37214,54612,43304,62.8,62.8,4.0,12.7,15.6,39.1,1070,91.5,4.8,0.0,1070,24,005,421102,4.6,3.6,0.7,0.0,979,77.3,222,2.61,2.5,25.7,15.7,35.1,29.2,0.0,1261,1300,4.5,22.3,0.8,0.3,89.7,2597,213,1,low,2132646,0.082
36,"Census Tract 4308, Baltimore County, Maryland",3476,1391,866,11.9,37.7,2.5,3.13,6.9,78,0.0,0.0,4.5,7.0,84.0,1.6,88.9,12.3,21.0,5.3,46.8,10.7,4.3,13.2,11.6,0.0,4.1,3.3,9.1,4.5,91922,31.7,1.2,3.0,6.1,48095,58343,54317,82.6,82.6,3.6,1.7,0.0,0.0,1477,94.2,0.0,0.0,1477,24,005,430800,1.5,0.0,0.0,0.4,1391,79.6,284,2.56,3.4,23.8,0.5,2.7,31.7,0.5,1637,1109,7.1,19.1,2.6,5.7,90.4,3476,136,1,low,1362702,0.0391
37,"Census Tract 4518.02, Baltimore County, Maryland",3912,1704,1070,8.6,37.2,2.3,2.86,5.5,0,0.0,11.3,8.3,8.8,88.4,0.0,93.3,5.5,23.3,6.5,37.6,9.8,14.5,7.0,13.5,0.0,4.8,10.1,15.9,11.7,96937,39.4,4.5,9.0,15.3,42467,57000,51122,69.9,69.9,4.1,6.4,52.6,57.0,1788,95.3,0.0,0.0,1788,24,005,451802,0.0,1.5,0.5,2.0,1704,79.5,350,2.27,5.1,35.6,13.7,3.5,1.3,27.2,2338,928,4.0,33.2,0.9,0.7,93.5,3912,1094,1,low,10942342,0.2797
38,"Census Tract 4034.02, Baltimore County, Maryland",5622,2138,1263,19.3,40.9,2.59,3.12,12.9,0,0.0,0.0,3.7,5.7,85.0,0.0,87.9,20.6,5.0,8.7,36.1,23.7,13.6,6.3,12.2,0.0,8.7,7.4,8.9,4.4,81967,38.4,4.5,21.3,6.7,33299,52580,41279,65.4,65.4,2.7,13.7,22.9,5.9,2179,98.1,3.1,0.0,2179,24,005,403402,34.6,0.0,0.8,0.0,2138,59.0,877,2.7,2.5,21.9,18.6,19.0,20.4,1.2,1387,947,5.8,25.3,0.2,0.6,51.3,5622,358,54,low,3585771,0.0637
39,"Census Tract 4925, Baltimore County, Maryland",2917,16,12,0.0,25.0,4.88,5.83,5.1,0,0.0,0.0,8.0,1.9,73.2,0.7,89.9,14.1,6.1,7.5,29.8,30.4,8.4,3.3,3.1,0.0,0.0,0.0,50.0,25.0,126356,0.0,0.0,25.0,33.3,3625,-666666666,12917,84.8,84.8,9.5,0.0,-666666666.0,-666666666.0,16,100.0,0.0,-666666666.0,16,24,005,492500,0.0,0.0,0.0,0.0,16,100.0,0,4.88,0.0,0.0,0.0,0.0,0.0,25.0,2000,-666666666,0.3,2.5,1.2,1.1,67.0,2917,263,1,low,2638986,0.0902
40,"Census Tract 4012, Baltimore County, Maryland",3061,1123,792,18.2,29.5,2.72,3.18,6.4,56,0.0,21.7,6.2,6.3,92.3,0.0,89.7,9.7,4.1,6.8,40.8,18.9,8.3,4.0,9.9,0.0,6.4,6.1,14.3,4.8,91243,25.5,0.9,10.1,5.2,41575,63261,53821,73.6,73.6,5.4,10.7,32.3,51.1,1260,89.1,8.4,13.8,1260,24,005,401200,1.1,1.1,0.0,0.0,1123,88.9,125,2.71,3.0,28.9,2.8,9.8,38.9,2.6,1356,1125,4.9,19.5,0.6,0.0,21.2,3061,195,8,low,1955197,0.0637
41,"Census Tract 4013.02, Baltimore County, Maryland",2745,1288,670,23.1,48.0,2.13,2.94,5.7,79,0.0,18.2,4.5,10.1,89.9,0.0,89.5,8.3,1.5,5.9,34.2,28.4,4.6,5.4,10.3,0.0,8.5,7.8,9.4,3.4,65525,27.3,1.6,12.2,6.6,40230,58783,46080,77.4,77.4,4.6,1.8,0.0,0.0,1381,93.3,0.0,13.0,1381,24,005,401302,12.4,0.0,2.5,0.0,1288,56.4,562,2.47,2.6,37.7,7.9,36.9,26.6,0.0,1438,973,5.5,18.5,1.5,0.0,12.3,2745,59,9,low,593065,0.0215
42,"Census Tract 4210, Baltimore County, Maryland",1814,870,376,11.5,56.8,2.09,3.18,6.9,0,43.5,0.0,16.8,4.1,88.2,0.0,94.2,11.5,18.9,9.2,13.0,20.2,11.7,5.7,8.5,0.0,20.0,18.2,8.5,0.0,55186,47.1,2.4,35.4,0.0,31161,41447,37708,52.2,52.2,4.5,11.2,0.0,28.8,957,90.9,1.4,7.2,957,24,005,421000,30.7,0.0,0.5,6.2,870,32.9,584,2.43,9.3,29.9,40.2,27.6,15.4,0.0,1179,802,3.6,25.6,0.3,0.4,86.1,1814,39,4,low,395953,0.0215
43,"Census Tract 4301.01, Baltimore County, Maryland",4984,1489,1107,20.1,25.7,3.35,3.76,8.8,112,4.2,14.6,15.5,4.0,80.0,3.3,71.3,41.4,6.6,6.6,19.3,33.0,10.5,6.3,17.4,0.0,6.4,12.1,6.0,6.5,68141,15.1,7.1,19.3,8.1,24567,40810,32206,42.5,42.5,16.7,16.7,11.9,31.7,1670,89.2,0.0,11.0,1670,24,005,430101,3.1,1.1,0.8,0.0,1489,21.0,1176,3.23,6.3,20.1,13.7,42.2,26.5,0.0,1310,1118,12.7,7.1,2.6,1.0,49.7,4984,146,8,low,1465370,0.0293
44,"Census Tract 4404, Baltimore County, Maryland",5362,1905,1302,16.5,31.7,2.8,3.45,4.6,17,0.0,45.0,2.9,7.1,93.7,0.0,88.3,18.1,9.7,3.2,38.2,18.4,11.2,7.1,15.3,0.0,1.0,4.9,20.1,2.9,79668,35.4,2.8,6.6,4.2,43293,56434,48989,73.4,73.4,7.2,4.4,21.2,34.5,2009,94.8,0.0,9.3,2009,24,005,440400,0.0,0.0,0.0,0.6,1905,77.9,421,2.86,3.6,37.3,6.8,15.0,32.5,1.0,1557,1103,4.8,22.0,1.4,0.0,62.9,5362,267,7,low,2672650,0.0498
45,"Census Tract 4007.02, Baltimore County, Maryland",2002,614,392,15.5,36.2,3.07,3.97,5.5,0,0.0,22.2,2.5,8.1,91.3,0.5,95.7,6.6,17.1,1.9,49.8,12.5,11.5,3.9,5.6,0.9,0.5,7.7,12.7,5.4,102171,19.9,1.0,3.1,4.6,47931,70750,55729,81.7,81.7,6.0,7.7,0.0,60.0,683,89.9,0.0,11.3,683,24,005,400702,0.0,0.0,0.0,0.0,614,80.8,118,3.16,3.4,30.3,1.6,10.3,21.2,0.0,1593,1194,9.8,14.6,4.6,1.4,76.1,2002,70,2,low,702073,0.035
46,"Census Tract 4023.07, Baltimore County, Maryland",6261,2389,1531,35.5,35.9,2.57,3.12,8.2,18,16.3,10.8,4.0,9.3,78.5,0.3,76.0,7.6,0.0,3.8,40.9,22.9,13.0,3.6,8.9,0.6,5.0,9.9,11.6,0.8,66580,21.0,7.9,12.3,1.2,35496,42306,44488,71.9,71.9,1.7,8.6,0.0,18.6,2638,90.6,0.0,12.9,2638,24,005,402307,5.3,2.8,1.5,2.3,2389,29.4,1687,2.73,7.8,13.7,1.9,11.1,35.0,0.0,1491,1401,7.4,12.5,0.0,0.0,7.6,6261,222,1,low,2229516,0.0355
47,"Census Tract 4921.02, Baltimore County, Maryland",2139,802,485,11.0,39.5,2.66,3.4,7.8,89,0.0,39.1,8.6,6.1,90.2,0.0,85.9,17.6,11.9,6.3,31.9,7.8,18.1,6.9,7.7,0.0,1.7,3.9,16.8,3.0,94349,27.3,0.5,6.5,4.9,47301,52321,54240,68.8,68.8,8.8,0.8,0.0,0.0,881,91.0,1.8,20.0,881,24,005,492102,0.0,0.0,0.0,0.0,802,92.5,60,2.73,2.5,34.3,2.3,5.9,28.3,0.5,1737,883,5.2,16.0,0.2,0.0,84.6,2139,94,6,low,944335,0.0439
48,"Census Tract 4024.03, Baltimore County, Maryland",2034,842,522,20.3,38.0,2.41,3.16,3.0,0,25.3,13.3,7.6,8.1,95.2,0.3,91.1,5.0,1.1,5.3,31.5,22.2,9.7,5.1,15.2,0.0,9.6,6.1,19.2,2.1,66345,40.5,3.2,11.3,2.5,35815,46696,60893,76.4,76.4,4.0,6.1,0.0,28.4,892,94.4,0.0,0.0,892,24,005,402403,0.0,0.0,0.0,0.0,842,92.6,62,2.47,0.0,31.0,3.6,25.8,39.4,1.2,1529,900,0.6,30.5,0.3,0.0,6.5,2034,204,1,low,2046390,0.1003
49,"Census Tract 4025.04, Baltimore County, Maryland",4596,1523,1145,12.3,24.8,3.02,3.6,2.1,0,0.0,32.5,2.8,7.2,91.5,0.4,87.0,12.3,1.7,4.1,45.2,15.7,11.6,5.1,12.5,0.0,2.8,4.3,16.4,9.6,108860,36.6,1.4,9.5,12.8,44375,65288,50927,79.7,79.7,1.1,7.3,0.0,31.8,1603,95.0,5.6,0.0,1603,24,005,402504,3.5,3.6,0.0,0.0,1523,88.8,170,3.07,3.4,32.4,0.0,0.8,11.5,15.7,2066,1177,6.2,24.1,1.0,2.1,11.4,4596,796,1,low,7960312,0.1732
50,"Census Tract 4406, Baltimore County, Maryland",2259,762,616,5.5,19.2,2.96,3.24,5.1,0,22.6,11.3,6.4,5.6,95.5,0.0,80.5,18.9,16.2,4.1,41.0,20.0,5.7,10.8,10.4,0.0,1.0,1.6,11.8,13.6,123834,35.3,0.5,1.4,15.1,50668,72045,51859,86.1,86.1,1.8,2.6,0.0,0.0,778,97.9,1.5,0.0,778,24,005,440600,0.0,4.1,0.0,0.0,762,93.8,47,2.97,1.0,47.6,0.0,0.0,5.6,7.3,2369,1339,5.6,20.8,0.8,0.4,69.9,2259,612,2,low,6128746,0.2709
51,"Census Tract 4906.02, Baltimore County, Maryland",2949,1237,779,10.7,37.0,2.38,3.03,4.3,25,0.0,0.0,0.0,4.3,85.7,0.3,90.7,11.0,24.7,3.2,68.9,11.7,7.0,11.8,16.9,0.0,4.4,5.2,12.6,10.8,102509,13.9,0.0,0.0,14.4,54793,81806,57875,93.8,93.8,2.5,6.9,5.9,8.7,1354,91.4,0.0,9.1,1354,24,005,490602,0.5,0.0,1.8,0.7,1237,59.8,497,2.72,7.5,29.3,0.0,0.7,0.0,3.8,1968,1340,8.8,10.3,0.0,2.7,90.5,2949,78,1,low,786168,0.0264
52,"Census Tract 4013.01, Baltimore County, Maryland",3913,1413,924,28.5,34.6,2.77,3.41,6.9,81,8.9,5.7,12.2,6.9,93.5,0.0,85.1,10.9,2.6,13.9,26.7,31.1,6.6,4.0,19.9,0.6,4.0,3.5,11.3,1.7,64068,28.2,7.5,11.1,2.6,31940,49226,40000,56.8,56.8,8.5,8.5,0.0,9.6,1523,92.8,3.2,9.7,1523,24,005,401301,0.0,0.0,0.0,0.6,1413,71.0,410,2.75,0.0,31.5,2.2,31.4,45.2,1.1,1303,1398,4.3,18.9,0.5,0.0,11.8,3913,115,3,low,1155827,0.0294
53,"Census Tract 8602, Calvert County, Maryland",6087,2014,1734,11.3,13.9,3.02,3.24,3.0,0,0.0,0.0,1.6,7.5,88.8,0.0,95.2,3.7,16.2,5.6,47.2,16.1,5.4,4.7,17.0,0.0,1.2,0.0,6.9,28.1,147692,25.3,0.0,2.9,30.9,59344,90150,84777,92.6,92.6,1.8,0.9,0.0,9.2,2114,95.3,1.3,21.5,2114,24,009,860200,0.0,4.1,0.0,0.0,2014,95.3,95,2.96,1.8,30.2,0.5,0.0,1.6,48.1,2740,1384,2.3,17.5,0.9,0.0,82.4,6087,4645,1,low,46452683,0.7631
54,"Census Tract 7009.01, Montgomery County, Maryland",4266,2296,962,11.8,58.1,1.85,2.74,6.5,0,0.0,0.0,4.2,6.7,82.2,2.5,51.7,42.6,5.3,3.7,61.8,10.2,9.0,5.4,27.3,0.0,13.1,4.5,11.8,9.8,114176,24.2,3.1,15.8,19.5,57670,73800,87656,80.8,80.8,4.5,5.8,0.0,0.0,2502,91.8,3.3,9.1,2502,24,031,700901,67.9,2.6,9.7,4.9,2296,37.0,1447,2.03,5.0,24.8,0.0,0.9,7.8,19.8,2382,1691,8.9,23.1,0.6,3.9,55.5,4266,169,1,low,1695987,0.0396
55,"Census Tract 7035.02, Montgomery County, Maryland",2836,1166,796,8.7,31.7,2.43,2.92,4.8,106,0.0,0.0,0.3,2.4,88.5,0.0,73.2,27.5,14.8,8.4,65.0,9.2,4.5,4.2,27.0,0.0,4.7,1.2,11.5,18.6,128013,27.2,1.4,13.1,20.4,64385,79875,77625,71.3,71.3,6.0,5.3,0.0,0.0,1207,96.6,2.1,0.0,1207,24,031,703502,5.9,0.0,0.0,0.6,1166,75.9,281,2.28,3.3,23.3,0.0,1.1,0.7,31.1,2178,-666666666,8.1,23.8,0.0,1.4,63.3,2836,142,1,low,1421516,0.0501
56,"Census Tract 1102, Baltimore city, Maryland",5706,3735,577,1.7,84.6,1.46,2.67,14.1,0,-666666666.0,-666666666.0,6.5,5.2,66.3,3.1,82.1,17.4,12.7,3.7,72.2,8.1,5.5,5.6,15.2,0.4,16.3,9.9,9.7,7.1,74978,20.8,3.8,13.2,29.3,45313,62137,47466,79.7,79.7,3.5,5.2,0.0,-666666666.0,4240,88.1,8.3,4.4,4240,24,510,110200,56.3,2.1,18.1,15.1,3735,14.0,3213,2.0,11.7,16.5,2.9,8.8,16.9,21.1,2076,1127,0.4,18.8,3.4,1.4,68.0,5706,72,3764,high,720072,0.0126
57,"Census Tract 203, Baltimore city, Maryland",3877,2143,663,4.7,69.1,1.81,2.61,17.2,0,-666666666.0,-666666666.0,3.4,3.7,71.4,1.8,81.7,12.8,12.2,1.9,77.5,7.3,3.8,7.7,18.9,0.6,6.4,5.1,8.4,27.3,162827,9.5,2.4,5.6,52.2,72372,91504,66927,88.3,88.3,2.6,4.7,0.0,0.0,2549,84.1,0.0,16.2,2549,24,510,020300,43.3,3.7,8.1,3.3,2143,37.0,1350,2.13,11.3,17.8,0.0,0.0,5.8,16.6,2230,2060,4.6,11.7,0.5,4.3,88.0,3877,66,2720,high,662772,0.017
58,"Census Tract 1504, Baltimore city, Maryland",3983,1220,655,30.4,46.3,2.7,3.69,9.4,19,0.0,21.6,20.3,2.3,89.6,0.3,95.3,5.0,0.0,11.9,20.9,38.4,15.5,8.1,8.7,0.0,13.0,18.0,7.0,0.0,42382,37.6,8.2,37.4,0.0,20151,33375,28147,42.6,42.6,11.3,21.2,100.0,32.0,1781,68.5,0.0,6.5,1781,24,510,150400,5.2,0.0,0.0,2.4,1220,32.8,820,2.69,2.0,10.2,45.8,8.0,8.5,0.0,1167,936,1.9,17.4,0.5,0.0,3.3,3983,81,2542,high,815572,0.0203
59,"Census Tract 102, Baltimore city, Maryland",2869,1393,567,2.1,59.3,2.06,2.7,17.9,27,0.0,0.0,3.3,1.8,80.4,0.2,91.7,8.9,25.2,1.4,73.8,3.3,3.7,13.1,16.0,0.0,2.9,1.6,14.4,8.1,118196,12.8,0.0,2.1,13.4,64673,76049,63920,90.4,90.4,2.5,1.8,0.0,-666666666.0,1494,93.2,2.1,3.0,1494,24,510,010200,7.4,0.0,4.1,1.3,1393,79.2,290,2.11,5.7,22.8,0.9,9.8,14.0,3.1,1763,1823,6.3,10.1,0.4,0.6,91.4,2869,35,1238,low,355165,0.0122
60,"Census Tract 604, Baltimore city, Maryland",1376,761,228,8.7,70.0,1.81,3.07,10.4,0,0.0,0.0,6.4,5.8,76.3,1.6,85.3,21.8,9.2,2.1,60.5,16.7,4.4,6.8,12.7,0.0,12.4,12.1,6.6,6.3,94219,30.1,0.0,19.6,7.5,48636,72386,46776,73.8,73.8,5.5,2.2,0.0,0.0,885,86.0,7.9,6.6,885,24,510,060400,38.4,12.8,6.7,9.2,761,26.0,563,1.94,10.1,18.8,16.7,2.5,26.3,0.0,1354,1184,4.9,23.2,0.5,1.1,35.0,1376,43,2304,high,430130,0.0312
61,"Census Tract 1604, Baltimore city, Maryland",2331,670,405,38.5,39.6,3.48,4.8,5.3,0,9.9,6.3,14.0,11.7,74.5,0.0,98.8,2.0,0.0,13.0,14.5,26.7,13.2,1.4,9.4,4.3,8.5,24.2,8.4,0.0,41551,33.6,3.3,53.1,0.0,22475,28125,30100,26.3,26.3,7.9,41.0,84.2,52.2,1711,39.2,15.3,17.3,1711,24,510,160400,0.6,0.0,0.0,2.0,670,41.3,393,2.47,3.6,20.4,31.4,4.3,3.2,2.9,864,1124,6.8,13.9,0.2,0.3,1.9,2331,40,1515,high,401142,0.0172
62,"Census Tract 1607, Baltimore city, Maryland",4324,1506,933,35.3,38.0,2.87,3.74,6.0,12,12.1,23.5,13.9,7.7,90.9,0.0,96.3,0.5,0.0,14.3,25.5,37.4,10.0,4.7,5.6,0.7,11.9,12.4,5.3,1.5,45939,32.4,11.2,38.6,2.5,22192,46625,29375,38.6,38.6,6.1,26.6,30.0,49.7,2339,64.4,9.1,2.3,2339,24,510,160700,0.8,0.0,0.0,0.5,1506,42.5,866,2.68,7.3,22.6,69.4,3.4,6.7,1.9,1131,1093,5.9,15.7,0.0,0.0,0.6,4324,95,2489,high,953875,0.022
63,"Census Tract 1702, Baltimore city, Maryland",2971,1345,528,32.6,60.7,2.21,3.75,5.9,58,0.0,12.9,23.1,2.5,83.2,0.6,98.7,1.8,2.4,13.6,13.1,50.7,8.2,2.7,19.6,0.0,39.3,18.5,1.7,0.0,26855,29.7,6.1,53.5,0.0,15981,26401,27569,27.8,27.8,11.0,51.3,38.6,69.6,1793,75.0,0.0,11.0,1793,24,510,170200,34.1,0.0,4.1,11.2,1345,4.2,1288,4.65,8.0,16.1,12.3,28.1,43.9,0.0,-666666666,381,8.3,15.4,0.8,0.0,7.4,2971,49,2222,high,494006,0.0165
64,"Census Tract 1801, Baltimore city, Maryland",2025,951,458,42.0,51.8,2.13,3.24,2.4,56,38.7,0.0,28.6,3.0,98.2,0.0,99.7,1.1,0.0,21.1,16.8,31.0,35.5,4.3,9.0,0.0,37.9,23.0,0.8,0.0,25172,26.6,12.9,66.0,0.0,17500,31538,18203,25.4,25.4,5.0,54.4,62.9,64.0,1053,90.3,0.0,5.6,1053,24,510,180100,13.4,0.5,0.0,1.1,951,9.7,859,1.96,0.0,41.4,15.2,44.6,16.3,0.0,1067,492,9.7,12.8,0.0,0.0,0.3,2025,34,1165,low,341616,0.0168
65,"Census Tract 1803, Baltimore city, Maryland",1525,772,169,10.2,78.1,1.97,2.79,29.3,29,0.0,0.0,3.8,4.7,77.0,1.1,87.6,12.4,7.9,4.6,60.5,15.3,12.5,2.4,14.6,0.0,16.6,10.5,14.6,7.0,73236,12.8,7.4,14.0,6.5,32813,45417,43977,72.0,72.0,6.0,18.3,0.0,48.4,1123,68.7,15.7,14.1,1123,24,510,180300,0.0,0.0,4.4,4.0,772,36.1,493,1.94,4.1,19.2,3.9,14.0,40.5,0.0,1418,1082,2.2,4.3,0.8,0.4,41.2,1525,28,1565,high,289563,0.0184
66,"Census Tract 2001, Baltimore city, Maryland",1833,604,386,45.4,36.1,2.99,4.06,1.2,28,23.8,21.4,17.6,2.6,92.5,0.3,96.7,0.6,0.4,12.0,12.3,38.9,10.0,3.2,12.3,0.0,28.1,7.3,11.9,1.2,36885,27.3,8.1,44.2,1.8,21435,25156,33417,37.2,37.2,9.4,31.9,-666666666.0,60.2,951,63.5,13.1,0.0,951,24,510,200100,0.0,0.0,1.4,0.0,604,33.4,402,2.82,3.1,23.2,46.0,6.9,7.9,5.0,1091,1102,2.9,13.4,0.0,0.0,1.9,1833,26,1244,low,264900,0.0142
67,"Census Tract 1603, Baltimore city, Maryland",1090,392,216,37.8,44.9,2.38,3.3,4.7,217,0.0,19.4,31.1,0.0,90.2,0.0,97.0,1.1,0.0,16.5,18.9,21.0,0.0,3.4,6.9,0.0,26.3,19.9,4.3,3.3,79980,43.1,0.0,45.4,0.0,25441,46771,30156,31.6,31.6,5.3,42.1,100.0,69.2,820,47.8,0.0,3.2,820,24,510,160300,10.1,0.5,0.5,0.0,392,24.0,298,2.6,12.0,33.7,60.6,0.0,16.0,0.0,1016,867,5.4,24.9,0.0,1.0,6.0,1090,25,884,low,255076,0.0229
