,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
2900,6,075,26004,1400000US06075026004,6075026004,260.04,CT,336229,0
2919,6,075,26301,1400000US06075026301,6075026301,263.01,CT,367744,0
2925,6,075,47902,1400000US06075047902,6075047902,479.02,CT,397735,0
3001,6,075,32902,1400000US06075032902,6075032902,329.02,CT,504600,0
3002,6,075,33204,1400000US06075033204,6075033204,332.04,CT,373253,0
3003,6,075,42700,1400000US06075042700,6075042700,427.0,CT,406940,0
3028,6,075,61000,1400000US06075061000,6075061000,610.0,CT,2169753,865060
3029,6,075,980401,1400000US06075980401,6075980401,9804.01,CT,419323,247501289
3030,6,075,980900,1400000US06075980900,6075980900,9809.0,CT,3585240,260707
3042,6,081,608502,1400000US06081608502,6081608502,6085.02,CT,509359,0
3043,6,081,609000,1400000US06081609000,6081609000,6090.0,CT,1347820,0
3081,6,075,15700,1400000US06075015700,6075015700,157.0,CT,836664,0
3105,6,075,10400,1400000US06075010400,6075010400,104.0,CT,335744,0
3106,6,075,10900,1400000US06075010900,6075010900,109.0,CT,250647,0
3107,6,081,613400,1400000US06081613400,6081613400,6134.0,CT,45181274,14986
3116,6,081,600100,1400000US06081600100,6081600100,6001.0,CT,14678359,2117780
3258,6,075,26002,1400000US06075026002,6075026002,260.02,CT,357872,0
3299,6,075,47701,1400000US06075047701,6075047701,477.01,CT,364728,0
3312,6,081,613800,1400000US06081613800,6081613800,6138.0,CT,467815110,17465118
3336,6,075,11902,1400000US06075011902,6075011902,119.02,CT,93053,0
3337,6,075,12301,1400000US06075012301,6075012301,123.01,CT,92148,0
3338,6,075,12501,1400000US06075012501,6075012501,125.01,CT,135257,0
3339,6,075,13000,1400000US06075013000,6075013000,130.0,CT,365819,0
3340,6,075,13200,1400000US06075013200,6075013200,132.0,CT,546678,0
3341,6,075,13400,1400000US06075013400,6075013400,134.0,CT,354176,0
3342,6,075,13500,1400000US06075013500,6075013500,135.0,CT,235184,0
3343,6,075,15300,1400000US06075015300,6075015300,153.0,CT,233721,0
3361,6,075,15500,1400000US06075015500,6075015500,155.0,CT,311339,0
3450,6,081,609500,1400000US06081609500,6081609500,6095.0,CT,1922418,0
3540,6,081,602800,1400000US06081602800,6081602800,6028.0,CT,1221009,0
3541,6,081,602900,1400000US06081602900,6081602900,6029.0,CT,1359838,842095
